id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero
1333,Jorge,671,53,Alta,En riesgo
1334,Jose,1958,87,Baja,En riesgo
1335,Sofia,4049,67,Alta,En observacion
1336,Sofia,4697,78,Media,En observacion
1337,Elena,2822,0,Media,Saludable
1338,Jorge,2136,54,Ninguna,En riesgo
1339,Carlos,3615,2,Media,Saludable
1340,Ana,4590,77,Alta,En observacion
1341,Camila,3504,37,Baja,En observacion
1342,Miguel,5636,0,Media,Saludable
1343,Miguel,829,37,Ninguna,En riesgo
1344,Jorge,4140,84,Alta,En observacion
1345,Diego,4394,28,Baja,En observacion
1346,Laura,4607,4,Media,Saludable
1347,Claudia,1841,73,Alta,En riesgo
1348,Elena,4163,20,Baja,Saludable
1349,Juan,715,70,Media,En riesgo
1350,Elena,838,66,Baja,En riesgo
1351,Elena,4562,46,Media,En observacion
1352,Sofia,3208,83,Media,En riesgo
1353,Marta,3652,82,Media,En observacion
1354,Elena,2250,34,Ninguna,En riesgo
1355,Juan,2921,67,Media,En riesgo
1356,Marta,1209,68,Media,En riesgo
1357,Valentina,5819,0,Media,Saludable
1358,Pedro,5708,67,Media,En observacion
1359,Miguel,5887,11,Media,Saludable
1360,Martin,4226,59,Ninguna,En riesgo
1361,Alejandro,4142,26,Media,En observacion
1362,Jorge,4493,55,Ninguna,En riesgo
1363,Diego,988,22,Alta,En observacion
1364,Miguel,546,24,Baja,En riesgo
1365,Carlos,3859,20,Ninguna,En observacion
1366,Juan,5373,60,Alta,En observacion
1367,Marta,5635,62,Ninguna,En riesgo
1368,Sofia,5306,51,Media,En observacion
1369,Jorge,900,87,Ninguna,En riesgo
1370,Sofia,4490,24,Baja,En observacion
1371,Martin,3657,54,Media,En observacion
1372,Elena,4845,45,Alta,En observacion
1373,Pedro,890,31,Media,En riesgo
1374,Miguel,4353,54,Alta,En observacion
1375,Marta,4930,4,Alta,Saludable
1376,Alejandro,1128,35,Alta,En observacion
1377,Lucia,4732,48,Media,En observacion
1378,Juan,3430,57,Baja,En riesgo
1379,Claudia,2021,38,Alta,En observacion
1380,Valentina,1326,79,Alta,En riesgo
1381,Marta,5322,84,Baja,En riesgo
1382,Claudia,2000,60,Alta,En observacion
1383,Camila,3794,8,Alta,Saludable
1384,Jorge,5585,5,Alta,Saludable
1385,Sofia,2919,34,Ninguna,En riesgo
1386,Juan,1434,38,Baja,En riesgo
1387,Pedro,3542,21,Media,En observacion
1388,Miguel,4997,40,Baja,En observacion
1389,Jorge,1966,4,Media,En observacion
1390,Jorge,4061,41,Baja,En observacion
1391,Diego,1114,86,Baja,En riesgo
1392,Miguel,5892,80,Baja,En riesgo
1393,Ana,1682,75,Media,En riesgo
1394,Jorge,3723,86,Alta,En observacion
1395,Claudia,3167,79,Media,En riesgo
1396,Luis,5717,66,Ninguna,En riesgo
1397,Pedro,630,29,Media,En riesgo
1398,Sofia,5790,56,Baja,En observacion
1399,Luis,3483,85,Ninguna,En riesgo
1400,Diego,4778,72,Alta,En observacion
1401,Elena,4959,28,Baja,En observacion
1402,Claudia,538,36,Baja,En riesgo
1403,Ana,4459,86,Ninguna,En riesgo
1404,Camila,4087,12,Ninguna,En observacion
1405,Sofia,5968,31,Baja,En observacion
1406,Martin,1420,45,Media,En riesgo
1407,Sofia,3269,22,Baja,En observacion
1408,Juan,4611,44,Alta,En observacion
1409,Camila,992,16,Baja,En observacion
1410,Maria,1631,84,Ninguna,En riesgo
1411,Ana,4021,65,Media,En observacion
1412,Juan,810,5,Baja,En observacion
1413,Pedro,1238,17,Media,En observacion
1414,Juan,3741,21,Media,En observacion
1415,Diego,1045,32,Media,En observacion
1416,Carlos,2961,29,Baja,En observacion
1417,Claudia,4846,80,Ninguna,En riesgo
1418,Alejandro,5354,31,Ninguna,En observacion
1419,Miguel,2304,41,Alta,En observacion
1420,Marta,3712,77,Ninguna,En riesgo
1421,Laura,5893,9,Baja,Saludable
1422,Lucia,4310,35,Media,En observacion
1423,Martin,1313,33,Alta,En observacion
1424,Martin,4624,72,Media,En observacion
1425,Alejandro,5553,27,Ninguna,En observacion
1426,Valentina,2532,10,Baja,En observacion
1427,Jose,5072,77,Baja,En riesgo
1428,Pedro,4913,38,Media,En observacion
1429,Laura,744,46,Baja,En riesgo
1430,Pedro,5343,18,Alta,Saludable
1431,Luis,5292,14,Media,Saludable
1432,Claudia,771,27,Baja,En riesgo
1433,Marta,4011,23,Alta,Saludable
1434,Valentina,2271,71,Baja,En riesgo
1435,Carlos,1762,8,Media,En observacion
1436,Camila,2924,46,Baja,En riesgo
1437,Miguel,4861,32,Media,En observacion
1438,Luis,1420,61,Media,En riesgo
1439,Jorge,3930,18,Alta,Saludable
1440,Alejandro,4935,66,Alta,En observacion
1441,Claudia,4984,73,Ninguna,En riesgo
1442,Luis,3124,39,Media,En observacion
1443,Lucia,4260,46,Baja,En observacion
1444,Pedro,2550,64,Ninguna,En riesgo
1445,Laura,4000,28,Media,En observacion
1446,Marta,1665,49,Media,En riesgo
1447,Sofia,875,12,Baja,En observacion
1448,Diego,2533,0,Ninguna,En observacion
1449,Ana,645,33,Ninguna,En riesgo
1450,Sofia,4888,47,Media,En observacion
1451,Pedro,931,76,Baja,En riesgo
1452,Miguel,1204,47,Alta,En observacion
1453,Carlos,3132,48,Ninguna,En riesgo
1454,Martin,4994,63,Ninguna,En riesgo
1455,Jose,1463,60,Alta,En observacion
1456,Diego,2734,28,Media,En observacion
1457,Luis,2541,38,Alta,En observacion
1458,Laura,2328,87,Media,En riesgo
1459,Miguel,2608,25,Baja,En observacion
1460,Elena,4568,16,Media,Saludable
1461,Ana,1438,70,Alta,En riesgo
1462,Camila,5305,12,Media,Saludable
1463,Maria,1306,68,Ninguna,En riesgo
1464,Claudia,1963,25,Baja,En riesgo
1465,Juan,5921,48,Media,En observacion
1466,Camila,3915,66,Alta,En observacion
1467,Luis,510,6,Ninguna,En riesgo
1468,Lucia,5681,57,Baja,En observacion
1469,Jose,2368,48,Media,En observacion
1470,Sofia,5367,52,Alta,En observacion
1471,Pedro,5929,64,Alta,En observacion
1472,Ana,1384,61,Alta,En riesgo
1473,Lucia,4064,16,Media,Saludable
1474,Marta,1889,42,Ninguna,En riesgo
1475,Camila,3901,24,Media,En observacion
1476,Miguel,4821,2,Baja,Saludable
1477,Elena,1324,78,Media,En riesgo
1478,Claudia,2765,28,Baja,En observacion
1479,Claudia,1436,31,Baja,En riesgo
1480,Marta,3300,25,Alta,En observacion
1481,Miguel,3053,15,Media,Saludable
1482,Jorge,4345,24,Baja,En observacion
1483,Jose,2296,53,Alta,En observacion
1484,Martin,553,27,Media,En riesgo
1485,Miguel,1226,72,Media,En riesgo
1486,Elena,3236,55,Ninguna,En riesgo
1487,Laura,3670,64,Media,En observacion
1488,Claudia,5639,85,Baja,En riesgo
1489,Marta,2413,79,Media,En riesgo
1490,Miguel,2096,40,Baja,En riesgo
1491,Laura,2414,50,Media,En observacion
1492,Ana,2966,70,Ninguna,En riesgo
1493,Diego,3237,77,Media,En riesgo
1494,Camila,1349,28,Baja,En riesgo
1495,Diego,2609,82,Baja,En riesgo
1496,Camila,502,18,Media,En observacion
1497,Jose,4755,65,Alta,En observacion
1498,Jose,4569,40,Alta,En observacion
1499,Pedro,5376,44,Alta,En observacion
1500,Laura,1392,14,Ninguna,En observacion
1501,Ana,2530,2,Media,Saludable
1502,Luis,3660,10,Media,Saludable
1503,Luis,2876,52,Baja,En riesgo
1504,Jose,5175,45,Media,En observacion
1505,Diego,2433,29,Media,En observacion
1506,Marta,1880,56,Alta,En observacion
1507,Diego,4181,17,Ninguna,En observacion
1508,Ana,1790,50,Ninguna,En riesgo
1509,Maria,2140,47,Ninguna,En riesgo
1510,Elena,5547,65,Media,En observacion
1511,Carlos,3182,7,Baja,En observacion
1512,Valentina,1487,21,Alta,En observacion
1513,Lucia,1718,5,Alta,Saludable
1514,Jose,5516,75,Alta,En observacion
1515,Valentina,1855,56,Media,En riesgo
1516,Claudia,4765,35,Media,En observacion
1517,Luis,5116,78,Media,En observacion
1518,Diego,4635,56,Alta,En observacion
1519,Camila,2060,48,Media,En observacion
1520,Valentina,1918,44,Baja,En riesgo
1521,Alejandro,1454,81,Media,En riesgo
1522,Carlos,1483,65,Baja,En riesgo
1523,Diego,1474,76,Media,En riesgo
1524,Ana,4633,44,Baja,En observacion
1525,Martin,5870,78,Media,En observacion
1526,Martin,4472,19,Media,Saludable
1527,Maria,5795,63,Media,En observacion
1528,Diego,1413,66,Baja,En riesgo
1529,Diego,5049,82,Baja,En riesgo
1530,Luis,536,2,Media,En observacion
1531,Miguel,3887,53,Media,En observacion
1532,Miguel,2211,77,Ninguna,En riesgo
1533,Carlos,3520,63,Baja,En riesgo
1534,Alejandro,1295,39,Media,En observacion
1535,Carlos,4536,58,Media,En observacion
1536,Lucia,5568,54,Media,En observacion
1537,Ana,5188,61,Baja,En riesgo
1538,Jorge,5733,3,Media,Saludable
1539,Jorge,3611,59,Ninguna,En riesgo
1540,Jose,1824,74,Media,En riesgo
1541,Luis,817,29,Media,En riesgo
1542,Juan,2896,1,Media,Saludable
1543,Diego,2662,61,Ninguna,En riesgo
1544,Martin,3245,48,Baja,En riesgo
1545,Juan,5942,8,Media,Saludable
1546,Carlos,2091,30,Baja,En observacion
1547,Miguel,3611,60,Media,En observacion
1548,Laura,4430,78,Media,En observacion
1549,Sofia,2496,47,Alta,En observacion
1550,Claudia,1812,24,Media,En observacion
1551,Miguel,1785,35,Media,En observacion
1552,Diego,4811,7,Ninguna,En observacion
1553,Laura,2883,72,Media,En riesgo
1554,Camila,3739,57,Ninguna,En riesgo
1555,Diego,2639,44,Media,En observacion
1556,Miguel,2204,61,Baja,En riesgo
1557,Juan,862,38,Media,En riesgo
1558,Maria,3104,57,Alta,En observacion
1559,Alejandro,2216,80,Media,En riesgo
1560,Elena,5789,82,Alta,En observacion
1561,Sofia,4951,63,Baja,En riesgo
1562,Lucia,4786,43,Media,En observacion
1563,Claudia,4238,28,Baja,En observacion
1564,Miguel,2969,58,Media,En observacion
1565,Elena,5295,70,Alta,En observacion
1566,Juan,1056,8,Media,En observacion
1567,Jose,1325,5,Ninguna,En observacion
1568,Carlos,3308,28,Baja,En observacion
1569,Alejandro,5650,57,Media,En observacion
1570,Valentina,5021,16,Media,Saludable
1571,Camila,3219,15,Alta,Saludable
1572,Maria,4008,86,Ninguna,En riesgo
1573,Pedro,4241,2,Baja,Saludable
1574,Sofia,2074,20,Media,Saludable
1575,Alejandro,4498,63,Media,En observacion
1576,Miguel,2629,89,Alta,En observacion
1577,Laura,2903,35,Ninguna,En riesgo
1578,Juan,3829,85,Alta,En observacion
1579,Lucia,1088,61,Baja,En riesgo
1580,Jorge,2512,41,Media,En observacion
1581,Elena,2047,75,Baja,En riesgo
1582,Carlos,794,41,Baja,En riesgo
1583,Jose,2485,60,Baja,En riesgo
1584,Carlos,5843,12,Baja,Saludable
1585,Alejandro,3617,10,Ninguna,En observacion
1586,Laura,2190,53,Alta,En observacion
1587,Miguel,1636,15,Media,En observacion
1588,Jose,5852,7,Media,Saludable
1589,Miguel,2564,58,Ninguna,En riesgo
1590,Jorge,4955,56,Media,En observacion
1591,Luis,5295,39,Baja,En observacion
1592,Ana,5043,58,Baja,En observacion
1593,Jorge,5270,1,Media,Saludable
1594,Diego,1507,75,Media,En riesgo
1595,Martin,5945,9,Media,Saludable
1596,Maria,3014,43,Media,En observacion
1597,Luis,4026,10,Media,Saludable
1598,Marta,5181,78,Alta,En observacion
1599,Pedro,5852,79,Ninguna,En riesgo
1600,Juan,1747,80,Ninguna,En riesgo
1601,Claudia,5589,89,Media,En observacion
1602,Jose,4402,1,Media,Saludable
1603,Claudia,1935,49,Alta,En observacion
1604,Alejandro,1071,11,Baja,En observacion
1605,Claudia,2882,89,Baja,En riesgo
1606,Claudia,1745,22,Alta,En observacion
1607,Elena,2584,17,Alta,Saludable
1608,Maria,5584,61,Baja,En riesgo
1609,Maria,777,61,Baja,En riesgo
1610,Ana,5815,37,Alta,Saludable
1611,Camila,2387,66,Baja,En riesgo
1612,Marta,5079,37,Media,En observacion
1613,Laura,1765,66,Media,En riesgo
1614,Jorge,5326,60,Baja,En observacion
1615,Maria,1540,0,Baja,En observacion
1616,Carlos,1417,44,Media,En riesgo
1617,Alejandro,1385,27,Ninguna,En riesgo
1618,Lucia,3252,20,Media,Saludable
1619,Alejandro,521,12,Baja,En observacion
1620,Camila,5069,26,Media,En observacion
1621,Alejandro,3691,6,Ninguna,En observacion
1622,Sofia,2853,21,Ninguna,En riesgo
1623,Elena,5299,73,Alta,En observacion
1624,Laura,1186,52,Ninguna,En riesgo
1625,Carlos,784,78,Baja,En riesgo
1626,Lucia,5311,78,Baja,En riesgo
1627,Miguel,4247,3,Media,Saludable
1628,Valentina,1262,22,Baja,En riesgo
1629,Elena,5846,69,Ninguna,En riesgo
1630,Alejandro,5543,87,Media,En observacion
1631,Laura,2928,83,Ninguna,En riesgo
1632,Miguel,3007,83,Alta,En observacion
1633,Ana,5626,75,Alta,En observacion
1634,Maria,528,32,Media,En riesgo
1635,Carlos,1406,27,Media,En observacion
1636,Pedro,3604,7,Baja,Saludable
1637,Marta,4499,0,Alta,Saludable
1638,Laura,3494,36,Ninguna,En riesgo
1639,Alejandro,3006,62,Alta,En observacion
1640,Martin,5165,21,Alta,Saludable
1641,Alejandro,4109,69,Alta,En observacion
1642,Luis,4053,20,Media,Saludable
1643,Camila,1953,34,Ninguna,En riesgo
1644,Jorge,5333,78,Baja,En riesgo
1645,Jorge,3856,4,Baja,Saludable
1646,Jose,1015,59,Alta,En observacion
1647,Jose,538,45,Media,En riesgo
1648,Marta,3842,49,Media,En observacion
1649,Miguel,1386,47,Media,En riesgo
1650,Martin,3344,5,Alta,Saludable
1651,Valentina,2704,88,Baja,En riesgo
1652,Alejandro,1598,55,Media,En riesgo
1653,Ana,2323,58,Baja,En riesgo
1654,Luis,3701,28,Media,En observacion
1655,Pedro,5569,70,Alta,En observacion
1656,Maria,3655,76,Baja,En riesgo
1657,Juan,3593,17,Alta,Saludable
1658,Claudia,4030,1,Ninguna,En observacion
1659,Laura,4278,7,Baja,Saludable
1660,Sofia,3396,74,Alta,En observacion
1661,Juan,3953,53,Ninguna,En riesgo
1662,Claudia,4011,37,Media,En observacion
1663,Maria,1488,47,Alta,En observacion
1664,Laura,4616,26,Baja,En observacion
1665,Martin,5464,19,Media,Saludable
1666,Carlos,4526,11,Baja,Saludable
1667,Pedro,4679,42,Baja,En observacion
1668,Claudia,2182,60,Ninguna,En riesgo
1669,Sofia,5165,30,Media,En observacion
1670,Camila,4463,60,Media,En observacion
1671,Claudia,1433,73,Baja,En riesgo
1672,Carlos,4098,66,Alta,En observacion
1673,Martin,3733,34,Media,En observacion
1674,Diego,2480,14,Media,Saludable
1675,Laura,2355,15,Alta,Saludable
1676,Lucia,3556,12,Media,Saludable
1677,Juan,1292,34,Ninguna,En riesgo
1678,Claudia,1291,74,Ninguna,En riesgo
1679,Luis,2309,58,Alta,En observacion
1680,Jorge,5890,20,Alta,Saludable
1681,Miguel,2755,53,Media,En observacion
1682,Jose,4110,74,Ninguna,En riesgo
1683,Sofia,2107,29,Alta,En observacion
1684,Luis,5679,47,Baja,En observacion
1685,Maria,1484,34,Alta,En observacion
1686,Claudia,4176,85,Baja,En riesgo
1687,Maria,3880,37,Media,En observacion
1688,Marta,1019,30,Baja,En riesgo
1689,Carlos,1090,77,Media,En riesgo
1690,Laura,1550,23,Baja,En riesgo
1691,Alejandro,4133,48,Media,En observacion
1692,Sofia,4944,31,Baja,En observacion
1693,Pedro,1459,54,Ninguna,En riesgo
1694,Juan,1192,78,Alta,En riesgo
1695,Claudia,4399,57,Ninguna,En riesgo
1696,Luis,4973,2,Media,Saludable
1697,Marta,3446,79,Alta,En observacion
1698,Ana,1026,68,Media,En riesgo
1699,Martin,3724,84,Alta,En observacion
1700,Maria,2753,9,Baja,En observacion
1701,Claudia,3844,82,Baja,En riesgo
1702,Juan,4465,24,Alta,Saludable
1703,Claudia,5855,67,Media,En observacion
1704,Claudia,2375,60,Baja,En riesgo
1705,Claudia,2263,28,Ninguna,En riesgo
1706,Alejandro,1020,18,Media,En observacion
1707,Martin,1516,42,Ninguna,En riesgo
1708,Camila,5609,65,Media,En observacion
1709,Jose,616,73,Media,En riesgo
1710,Jorge,2933,60,Baja,En riesgo
1711,Sofia,5963,42,Media,En observacion
1712,Laura,1083,24,Media,En observacion
1713,Sofia,894,19,Media,En observacion
1714,Camila,5683,47,Baja,En observacion
1715,Sofia,4288,82,Baja,En riesgo
1716,Diego,3268,86,Media,En riesgo
1717,Pedro,4667,23,Media,En observacion
1718,Elena,4360,10,Media,Saludable
1719,Maria,773,54,Media,En riesgo
1720,Jose,2513,27,Media,En observacion
1721,Sofia,5939,68,Baja,En riesgo
1722,Jorge,4933,62,Media,En observacion
1723,Miguel,1889,58,Media,En riesgo
1724,Carlos,4066,4,Alta,Saludable
1725,Elena,5202,50,Media,En observacion
1726,Miguel,665,20,Ninguna,En riesgo
1727,Maria,2067,11,Media,Saludable
1728,Alejandro,5920,49,Alta,En observacion
1729,Claudia,1228,3,Media,En observacion
1730,Camila,2543,41,Media,En observacion
1731,Ana,4697,83,Alta,En observacion
1732,Carlos,3996,37,Media,En observacion
1733,Luis,1278,24,Media,En observacion
1734,Carlos,713,13,Media,En observacion
1735,Miguel,4262,74,Media,En observacion
1736,Alejandro,5707,31,Media,En observacion
1737,Maria,2076,10,Ninguna,En observacion
1738,Claudia,2948,60,Media,En observacion
1739,Luis,3436,17,Media,Saludable
1740,Martin,3617,26,Media,En observacion
1741,Elena,1091,54,Media,En riesgo
1742,Laura,5929,53,Baja,En observacion
1743,Carlos,5705,81,Media,En observacion
1744,Ana,3220,86,Baja,En riesgo
1745,Lucia,1213,74,Alta,En riesgo
1746,Marta,1435,20,Media,En observacion
1747,Pedro,4837,43,Baja,En observacion
1748,Miguel,501,4,Media,En observacion
1749,Camila,3348,86,Media,En riesgo
1750,Jose,4544,40,Media,En observacion
1751,Juan,2449,58,Baja,En riesgo
1752,Luis,1417,88,Alta,En riesgo
1753,Jorge,3674,53,Ninguna,En riesgo
1754,Elena,2741,73,Alta,En observacion
1755,Diego,589,21,Ninguna,En riesgo
1756,Martin,2209,82,Media,En riesgo
1757,Miguel,2669,64,Baja,En riesgo
1758,Pedro,4738,63,Media,En observacion
1759,Claudia,3541,70,Ninguna,En riesgo
1760,Lucia,605,3,Alta,En observacion
1761,Marta,1386,64,Alta,En riesgo
1762,Luis,927,14,Media,En observacion
1763,Diego,5924,75,Alta,En observacion
1764,Elena,2395,21,Alta,En observacion
1765,Sofia,816,85,Ninguna,En riesgo
1766,Elena,1134,46,Ninguna,En riesgo
1767,Claudia,2425,80,Media,En riesgo
1768,Laura,2556,45,Ninguna,En riesgo
1769,Camila,3644,13,Media,Saludable
1770,Camila,2770,49,Media,En observacion
1771,Jorge,1939,19,Baja,En observacion
1772,Alejandro,1052,49,Baja,En riesgo
1773,Miguel,1215,32,Ninguna,En riesgo
1774,Sofia,5883,58,Media,En observacion
1775,Laura,4411,42,Baja,En observacion
1776,Carlos,2213,78,Alta,En observacion
1777,Carlos,3889,11,Alta,Saludable
1778,Luis,1607,39,Alta,En observacion
1779,Marta,5937,19,Ninguna,En observacion
1780,Martin,4706,37,Baja,En observacion
1781,Lucia,750,2,Baja,En observacion
1782,Camila,2930,27,Media,En observacion
1783,Camila,2554,55,Media,En observacion
1784,Marta,958,89,Alta,En riesgo
1785,Maria,5703,12,Media,Saludable
1786,Camila,707,76,Media,En riesgo
1787,Miguel,1399,65,Baja,En riesgo
1788,Valentina,3961,36,Media,En observacion
1789,Juan,3885,48,Alta,En observacion
1790,Alejandro,521,65,Alta,En riesgo
1791,Claudia,909,35,Alta,En observacion
1792,Sofia,1394,53,Media,En riesgo
1793,Lucia,1014,25,Ninguna,En riesgo
1794,Claudia,5404,74,Baja,En riesgo
1795,Pedro,5469,71,Baja,En riesgo
1796,Valentina,4609,39,Media,En observacion
1797,Elena,5566,42,Media,En observacion
1798,Sofia,2634,21,Alta,En observacion
1799,Camila,4095,19,Ninguna,En observacion
1800,Elena,3456,7,Baja,En observacion
1801,Luis,2060,28,Alta,En observacion
1802,Diego,5920,39,Media,En observacion
1803,Sofia,1766,89,Media,En riesgo
1804,Maria,2669,29,Baja,En observacion
1805,Marta,4138,80,Ninguna,En riesgo
1806,Jorge,1249,83,Media,En riesgo
1807,Pedro,3927,54,Media,En observacion
1808,Marta,5280,15,Alta,Saludable
1809,Pedro,2427,45,Alta,En observacion
1810,Elena,4304,61,Alta,En observacion
1811,Elena,4202,6,Alta,Saludable
1812,Claudia,2856,79,Baja,En riesgo
1813,Juan,5290,44,Baja,En observacion
1814,Juan,2835,58,Alta,En observacion
1815,Claudia,806,55,Baja,En riesgo
1816,Camila,4165,47,Alta,En observacion
1817,Miguel,2489,26,Media,En observacion
1818,Ana,1161,52,Media,En riesgo
1819,Pedro,5144,86,Media,En observacion
1820,Marta,811,87,Media,En riesgo
1821,Carlos,3420,72,Media,En riesgo
1822,Pedro,1582,34,Media,En observacion
1823,Lucia,3471,50,Ninguna,En riesgo
1824,Marta,1254,83,Alta,En riesgo
1825,Sofia,4630,36,Alta,Saludable
1826,Lucia,5040,80,Alta,En observacion
1827,Laura,5826,56,Baja,En observacion
1828,Marta,852,7,Alta,En observacion
1829,Jose,1402,78,Baja,En riesgo
1830,Jorge,5951,19,Media,Saludable
1831,Lucia,4388,52,Media,En observacion
1832,Juan,658,11,Media,En observacion
1833,Alejandro,2477,48,Alta,En observacion
1834,Claudia,1456,16,Alta,Saludable
1835,Lucia,2571,63,Media,En riesgo
1836,Valentina,903,41,Media,En riesgo
1837,Jorge,5111,28,Media,En observacion
1838,Pedro,3279,18,Alta,Saludable
1839,Jorge,1887,10,Ninguna,En observacion
1840,Sofia,3953,49,Alta,En observacion
1841,Martin,1455,70,Baja,En riesgo
1842,Diego,2212,57,Baja,En riesgo
1843,Camila,5203,33,Media,En observacion
1844,Jorge,1773,19,Alta,Saludable
1845,Maria,4311,49,Alta,En observacion
1846,Ana,3125,87,Baja,En riesgo
1847,Maria,2882,9,Baja,En observacion
1848,Ana,1941,31,Baja,En riesgo
1849,Valentina,3479,51,Ninguna,En riesgo
1850,Luis,2297,14,Baja,En observacion
1851,Alejandro,4890,83,Alta,En observacion
1852,Laura,4509,2,Media,Saludable
1853,Valentina,5350,36,Baja,En observacion
1854,Laura,1894,39,Media,En observacion
1855,Luis,4781,71,Alta,En observacion
1856,Martin,1769,39,Baja,En riesgo
1857,Jorge,5232,55,Media,En observacion
1858,Martin,5887,22,Ninguna,En observacion
1859,Diego,4214,10,Baja,Saludable
1860,Claudia,1029,63,Alta,En riesgo
1861,Elena,4123,7,Ninguna,En observacion
1862,Elena,3458,55,Media,En observacion
1863,Sofia,3414,59,Media,En observacion
1864,Luis,5389,9,Media,Saludable
1865,Alejandro,4091,38,Alta,Saludable
1866,Elena,2647,27,Media,En observacion
1867,Diego,5073,48,Alta,En observacion
1868,Pedro,3869,35,Media,En observacion
1869,Sofia,1439,12,Media,En observacion
1870,Elena,1025,35,Baja,En riesgo
1871,Elena,501,25,Baja,En riesgo
1872,Jose,874,85,Alta,En riesgo
1873,Elena,2840,3,Media,Saludable
1874,Sofia,4505,81,Media,En observacion
1875,Carlos,3552,63,Alta,En observacion
1876,Valentina,5148,37,Baja,En observacion
1877,Carlos,2865,87,Baja,En riesgo
1878,Jorge,2025,86,Alta,En observacion
1879,Claudia,4976,21,Media,En observacion
1880,Miguel,2146,1,Alta,Saludable
1881,Valentina,513,30,Baja,En riesgo
1882,Luis,5099,10,Alta,Saludable
1883,Pedro,2778,45,Ninguna,En riesgo
1884,Jose,3655,61,Baja,En riesgo
1885,Jose,629,68,Media,En riesgo
1886,Miguel,4314,63,Media,En observacion
1887,Laura,5433,9,Ninguna,En observacion
1888,Miguel,3716,39,Media,En observacion
1889,Jorge,3438,23,Alta,En observacion
1890,Elena,4428,43,Media,En observacion
1891,Martin,2540,59,Baja,En riesgo
1892,Jorge,527,61,Baja,En riesgo
1893,Laura,2613,86,Baja,En riesgo
1894,Juan,1752,16,Ninguna,En observacion
1895,Juan,4856,64,Ninguna,En riesgo
1896,Miguel,2546,56,Ninguna,En riesgo
1897,Marta,5055,54,Alta,En observacion
1898,Claudia,4523,52,Media,En observacion
1899,Lucia,4896,55,Baja,En observacion
1900,Lucia,3874,8,Baja,Saludable
1901,Claudia,3966,21,Baja,En observacion
1902,Miguel,3581,12,Alta,Saludable
1903,Ana,4278,88,Baja,En riesgo
1904,Ana,1129,47,Baja,En riesgo
1905,Maria,769,17,Alta,En observacion
1906,Claudia,3139,75,Media,En riesgo
1907,Pedro,2493,39,Alta,En observacion
1908,Camila,3391,16,Media,Saludable
1909,Diego,5457,14,Alta,Saludable
1910,Diego,3932,14,Media,Saludable
1911,Sofia,1780,78,Media,En riesgo
1912,Elena,2860,62,Baja,En riesgo
1913,Juan,1075,38,Baja,En riesgo
1914,Claudia,1807,12,Baja,En observacion
1915,Maria,3692,80,Media,En observacion
1916,Jorge,3678,31,Alta,Saludable
1917,Ana,3234,8,Ninguna,En observacion
1918,Camila,2712,39,Alta,En observacion
1919,Valentina,2852,19,Ninguna,En observacion
1920,Alejandro,4068,89,Baja,En riesgo
1921,Marta,2155,84,Media,En riesgo
1922,Elena,2079,81,Ninguna,En riesgo
1923,Sofia,2703,76,Alta,En observacion
1924,Claudia,1890,79,Media,En riesgo
1925,Diego,2242,72,Baja,En riesgo
1926,Lucia,2425,62,Media,En riesgo
1927,Valentina,1119,75,Ninguna,En riesgo
1928,Maria,1774,43,Alta,En observacion
1929,Sofia,1456,37,Media,En observacion
1930,Elena,2439,82,Media,En riesgo
1931,Lucia,4453,59,Baja,En observacion
1932,Laura,2881,70,Media,En riesgo
1933,Sofia,1468,47,Media,En riesgo
1934,Martin,1816,17,Baja,En observacion
1935,Claudia,1543,15,Alta,Saludable
1936,Martin,781,54,Baja,En riesgo
1937,Jorge,3344,38,Media,En observacion
1938,Alejandro,1558,67,Baja,En riesgo
1939,Claudia,4793,58,Baja,En observacion
1940,Marta,3032,88,Media,En riesgo
1941,Luis,4328,61,Media,En observacion
1942,Marta,5678,12,Ninguna,En observacion
1943,Lucia,5780,80,Media,En observacion
1944,Jose,1508,5,Ninguna,En observacion
1945,Martin,1729,82,Media,En riesgo
1946,Elena,1535,76,Alta,En riesgo
1947,Lucia,5085,59,Media,En observacion
1948,Jose,775,89,Ninguna,En riesgo
1949,Claudia,3240,13,Media,Saludable
1950,Jorge,2789,53,Ninguna,En riesgo
1951,Ana,1739,3,Ninguna,En observacion
1952,Pedro,5870,38,Media,En observacion
1953,Maria,625,71,Alta,En riesgo
1954,Lucia,4565,24,Baja,En observacion
1955,Lucia,4812,76,Media,En observacion
1956,Valentina,4368,31,Baja,En observacion
1957,Camila,1708,58,Media,En riesgo
1958,Sofia,5842,62,Media,En observacion
1959,Sofia,3749,37,Baja,En observacion
1960,Sofia,1418,52,Media,En riesgo
1961,Sofia,5913,66,Media,En observacion
1962,Juan,4423,27,Media,En observacion
1963,Maria,4903,2,Media,Saludable
1964,Claudia,5955,79,Media,En observacion
1965,Miguel,2469,21,Baja,En observacion
1966,Ana,3293,37,Media,En observacion
1967,Carlos,1391,71,Media,En riesgo
1968,Elena,4970,71,Baja,En riesgo
1969,Sofia,2533,61,Media,En riesgo
1970,Jorge,1864,56,Media,En riesgo
1971,Alejandro,628,5,Ninguna,En riesgo
1972,Luis,1514,77,Baja,En riesgo
1973,Jorge,2299,31,Media,En observacion
1974,Camila,5977,9,Baja,Saludable
