id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero,split
1041,Ovidio,3388.22,21.62,Media,Saludable,train
1042,Berta,4267.53,17.08,Media,Saludable,train
1043,Tiburcio,2615.63,23.51,Media,En observacion,val
1044,Gisela,3690.62,22.0,Baja,En observacion,train
1045,Raimundo,4600.92,17.28,Media,Saludable,train
1046,Bruno,3655.52,21.92,Media,Saludable,test
1047,Antonia,2315.36,24.73,Media,En observacion,test
1048,Flora,1585.4,31.6,Baja,En riesgo,test
1049,Néstor,4545.35,17.17,Media,Saludable,val
1050,Albano,1574.44,27.38,Media,En riesgo,train
1051,Reina,4561.46,19.63,Media,Saludable,test
1052,Sosimo,3351.28,20.0,Media,Saludable,test
1053,Pacífica,4786.74,19.51,Media,Saludable,train
1054,Amelia,4295.74,18.61,Media,Saludable,test
1055,Curro,4992.77,17.63,Baja,En observacion,val
1056,Toribio,2727.49,24.19,Media,En observacion,train
1057,Porfirio,4185.16,19.66,Baja,En observacion,train
1058,Fabiola,2906.76,21.61,Media,Saludable,train
1059,Tatiana,3179.56,21.04,Baja,En observacion,train
1060,Patricia,3696.27,19.22,Baja,En observacion,test
1061,Ángel,4557.87,18.78,Media,Saludable,test
1062,Laura,4944.29,17.68,Baja,En observacion,test
1063,Ezequiel,4188.96,21.57,Baja,En observacion,test
1064,Trinidad,2962.18,23.26,Baja,En observacion,train
1065,Gabriel,2974.75,21.31,Baja,En observacion,train
1066,Macarena,4081.54,17.33,Media,Saludable,train
1067,Azahara,2335.72,24.56,Baja,En observacion,train
1068,Florina,1886.66,28.46,Media,En riesgo,train
1069,Julián,2741.18,23.89,Media,En observacion,train
1070,Encarnación,2505.34,24.87,Media,En observacion,train
1071,Nuria,2537.08,24.48,Baja,En observacion,train
1072,Zaira,2317.63,24.67,Baja,En observacion,val
1073,Bárbara,1647.33,31.14,Media,En riesgo,train
1074,Matilde,1562.56,28.79,Media,En riesgo,train
1075,Alondra,4957.03,18.72,Media,Saludable,val
1076,Adela,2997.21,22.43,Media,En observacion,train
1077,Tristán,2845.14,20.36,Media,Saludable,train
1078,Paola,3878.77,19.53,Baja,En observacion,val
1079,Lupe,2263.89,27.25,Media,En riesgo,test
1080,Dora,4824.86,18.88,Baja,En observacion,train
1081,Julio,4252.21,19.59,Media,Saludable,train
1082,Mohamed,1812.94,28.19,Media,En riesgo,train
1083,Reyes,2961.53,21.31,Media,Saludable,test
1084,Jose Luis,4576.91,18.96,Media,Saludable,val
1085,Paulina,4806.56,15.85,Baja,En observacion,val
1086,Chema,3135.91,23.04,Baja,En observacion,train
1087,León,3646.94,17.86,Baja,En observacion,train
1088,Socorro,2084.62,26.81,Baja,En riesgo,val
1089,Virgilio,4969.09,16.4,Media,Saludable,val
1090,Jose Francisco,2310.85,23.08,Baja,En observacion,test
1091,Maricela,4799.56,18.35,Baja,En observacion,train
1092,Abril,3773.76,18.56,Media,Saludable,train
1093,Clotilde,3627.08,18.38,Baja,En observacion,val
1094,Emilia,3294.41,20.37,Media,Saludable,test
1095,Guiomar,2307.34,27.08,Media,En riesgo,val
1096,Reynaldo,2117.85,25.6,Media,En observacion,train
1097,Nicodemo,2271.7,24.77,Media,En observacion,val
1098,Ambrosio,2152.53,24.72,Baja,En observacion,train
1099,Ana Belén,4228.55,18.84,Media,Saludable,val
1100,Renata,2725.44,23.95,Media,En observacion,test
1101,Moreno,1702.45,28.44,Media,En riesgo,train
1102,Germán,4891.86,13.78,Media,Saludable,val
1103,Amarilis,4593.25,21.14,Media,Saludable,train
1104,Ibán,4747.13,18.65,Media,Saludable,val
1105,Pedro,4982.18,16.75,Media,Saludable,val
1106,Nayara,2108.63,25.68,Baja,En observacion,test
1107,Juan,2886.85,20.61,Media,Saludable,val
1108,Noé,4153.83,18.24,Baja,En observacion,test
1109,Lino,3936.07,18.88,Media,Saludable,train
1110,Silvia,2038.64,28.17,Media,En riesgo,train
1111,Débora,4355.42,19.7,Media,Saludable,test
1112,Judith,2285.54,22.64,Media,En observacion,val
1113,Silvia,2283.36,27.46,Media,En riesgo,train
1114,Leoncio,3379.41,21.67,Media,Saludable,train
1115,Cayetana,3575.29,18.58,Media,Saludable,train
1116,Agustín,3530.3,19.64,Baja,En observacion,train
1117,Asunción,1820.2,26.82,Media,En riesgo,val
1118,Graciano,4571.11,19.74,Media,Saludable,train
1119,Che,2429.6,23.91,Media,En observacion,train
1120,Jose Antonio,1953.3,28.34,Media,En riesgo,val
1121,Lola,4610.62,20.71,Media,Saludable,test
1122,Santos,4844.78,16.49,Media,Saludable,train
1123,Amaya,4517.45,18.11,Baja,En observacion,val
1124,Catalina,4333.31,18.85,Media,Saludable,val
1125,Marta,3793.35,21.14,Baja,En observacion,test
1126,Jose Angel,3428.0,21.97,Media,Saludable,train
1127,Jessica,1804.45,30.21,Media,En riesgo,test
1128,Alba,2929.59,22.31,Media,En observacion,val
1129,Flavia,2804.41,22.75,Media,En observacion,train
1130,Leonor,2409.14,23.76,Media,En observacion,test
1131,Amor,4031.97,20.67,Media,Saludable,train
1132,Victorino,3235.57,19.6,Media,Saludable,train
1133,Mónica,1783.66,27.38,Media,En riesgo,train
1134,Ale,2270.64,23.78,Baja,En observacion,train
1135,Ciro,3891.41,20.28,Baja,En observacion,train
1136,Macario,1766.46,30.58,Media,En riesgo,train
1137,Ismael,4479.22,19.16,Media,Saludable,train
1138,Sandalio,3233.01,20.47,Media,Saludable,test
1139,Jesusa,3182.05,19.79,Media,Saludable,test
1140,Jose Francisco,3573.43,19.01,Media,Saludable,val
1141,Mariano,4386.38,16.87,Baja,En observacion,train
1142,Gracia,2717.33,23.16,Media,En observacion,train
1143,Cándida,3873.06,19.71,Media,Saludable,train
1144,Rafa,3480.06,20.05,Baja,En observacion,test
1145,Ainara,2434.6,25.87,Media,En observacion,val
1146,Carolina,4575.2,20.5,Baja,En observacion,test
1147,Bernarda,4290.99,18.05,Media,Saludable,val
1148,Omar,3804.58,19.94,Media,Saludable,train
1149,Teodoro,4477.04,20.84,Media,Saludable,val
1150,Marcia,4535.53,17.88,Media,Saludable,test
1151,Carmelita,3979.27,18.1,Media,Saludable,train
1152,Natalio,4429.55,19.32,Media,Saludable,train
1153,Pastor,3941.15,18.2,Media,Saludable,train
1154,Julia,3880.49,18.85,Media,Saludable,val
1155,Wilfredo,3665.14,18.58,Media,Saludable,test
1156,Kike,4134.51,21.82,Media,Saludable,test
1157,Mariano,2055.12,26.22,Media,En riesgo,train
1158,José,4583.05,18.55,Media,Saludable,train
1159,Jerónimo,4551.45,17.63,Baja,En observacion,train
1160,Dionisio,1602.37,30.34,Baja,En riesgo,train
1161,Lorena,4390.36,16.38,Baja,En observacion,val
1162,Guadalupe,1951.04,28.38,Baja,En riesgo,train
1163,Maximiano,2672.92,25.4,Media,En observacion,val
1164,Dimas,4102.28,18.19,Baja,En observacion,train
1165,Manuelita,2062.66,24.5,Media,En observacion,test
1166,Blanca,4362.88,21.9,Media,Saludable,train
1167,María Belén,4412.47,17.83,Media,Saludable,train
1168,Jenny,3276.14,23.18,Baja,En observacion,train
1169,Gil,1522.35,30.12,Baja,En riesgo,test
1170,Gregorio,2504.63,23.17,Media,En observacion,train
1171,Inocencio,3659.24,21.78,Media,Saludable,train
1172,Mamen,4934.15,18.2,Media,Saludable,val
1173,Alondra,3711.35,20.53,Media,Saludable,test
1174,Leonel,2409.31,27.61,Media,En riesgo,train
1175,Lourdes,3719.02,21.3,Baja,En observacion,train
1176,Dolores,3389.95,22.73,Baja,En observacion,train
1177,Martirio,4229.46,19.84,Media,Saludable,train
1178,Beatriz,1874.43,27.49,Media,En riesgo,test
1179,Edelmira,4163.6,19.15,Baja,En observacion,val
1180,Lorenzo,3394.43,23.07,Media,En observacion,test
1181,Cornelio,4870.47,19.48,Media,Saludable,val
1182,Pepita,2696.55,24.21,Media,En observacion,train
1183,Guillermo,3714.18,20.31,Baja,En observacion,train
1184,Manu,4762.1,18.6,Baja,En observacion,train
1185,Javi,1858.78,26.62,Media,En riesgo,train
1186,Poncio,4780.3,18.93,Baja,En observacion,val
1187,Gastón,3907.6,18.93,Media,Saludable,train
1188,Marciano,1737.43,27.56,Media,En riesgo,train
1189,Alberto,2553.37,22.94,Media,En observacion,test
1190,Leandra,3978.6,19.4,Media,Saludable,train
1191,Bibiana,1735.73,29.42,Media,En riesgo,train
1192,Edmundo,3537.6,19.28,Media,Saludable,train
1193,Leocadio,2710.59,25.22,Baja,En observacion,val
1194,Artemio,3673.2,19.58,Media,Saludable,train
1195,Baltasar,1660.1,28.96,Baja,En riesgo,test
1196,Carolina,4550.38,19.11,Media,Saludable,val
1197,Luís,4907.21,16.67,Baja,En observacion,train
1198,José,4891.07,17.71,Media,Saludable,test
1199,Edmundo,4123.78,18.56,Baja,En observacion,val
1200,Felicia,1955.3,25.11,Media,En observacion,train
1201,Ruperta,4153.92,18.29,Media,Saludable,train
1202,Marina,1586.05,32.81,Baja,En riesgo,train
1203,Amor,1577.43,30.66,Baja,En riesgo,train
1204,Cristian,2632.64,22.99,Media,En observacion,train
1205,Salud,3210.25,20.85,Media,Saludable,train
1206,Albano,4196.43,18.48,Baja,En observacion,train
1207,Consuela,3891.53,16.0,Baja,En observacion,train
1208,Lucas,3060.66,19.11,Media,Saludable,train
1209,Adora,2457.69,22.44,Media,En observacion,train
1210,Alejandra,4989.94,16.85,Media,Saludable,test
1211,Valero,2991.63,20.95,Media,Saludable,train
1212,Noé,3079.85,22.26,Media,En observacion,val
1213,Gerónimo,2072.68,26.15,Media,En riesgo,val
1214,Aurelio,4281.83,18.93,Media,Saludable,val
1215,José Antonio,3927.89,17.39,Baja,En observacion,train
1216,Rosalva,2272.69,26.74,Baja,En riesgo,val
1217,Ale,1788.33,24.9,Media,En observacion,train
1218,Danilo,3881.75,20.33,Baja,En observacion,test
1219,Paca,3790.79,19.75,Media,Saludable,test
1220,Berto,2456.41,23.14,Baja,En observacion,val
1221,Salvador,4828.02,20.1,Media,Saludable,val
1222,Amparo,2028.7,26.56,Baja,En riesgo,train
1223,Candelario,3013.17,21.66,Media,Saludable,test
1224,Corona,4802.66,17.16,Baja,En observacion,val
1225,Eva,2969.05,22.27,Media,En observacion,test
1226,Itziar,3734.84,18.83,Media,Saludable,val
1227,Balduino,2891.58,24.48,Media,En observacion,test
1228,Evaristo,2459.75,21.09,Media,Saludable,test
1229,Eustaquio,4943.92,18.92,Baja,En observacion,train
1230,Obdulia,2932.67,25.03,Media,En observacion,train
1231,Chus,4629.35,18.31,Baja,En observacion,train
1232,Marco,2304.84,24.29,Baja,En observacion,val
1233,Che,2245.87,24.95,Media,En observacion,train
1234,Jose Ramón,1608.97,29.57,Baja,En riesgo,train
1235,Diego,3780.83,19.19,Baja,En observacion,test
1236,Celestina,2789.84,22.76,Media,En observacion,train
1237,María Cristina,4525.25,19.53,Media,Saludable,test
1238,Sigfrido,3156.23,19.71,Media,Saludable,val
1239,Eloísa,4888.68,18.64,Media,Saludable,train
1240,Débora,2149.34,23.93,Media,En observacion,train
1241,Morena,4540.18,18.76,Baja,En observacion,train
1242,Esperanza,4218.09,19.97,Baja,En observacion,train
1243,Jaime,4198.23,17.92,Media,Saludable,train
1244,Maura,4456.74,18.95,Media,Saludable,train
1245,Azeneth,4163.58,20.89,Media,Saludable,train
1246,Ricardo,3691.77,18.28,Media,Saludable,train
1247,Virgilio,1959.36,24.46,Media,En observacion,train
1248,Violeta,1613.84,29.5,Media,En riesgo,train
1249,Venceslás,4722.97,17.42,Baja,En observacion,val
1250,Manuel,3658.28,19.72,Media,Saludable,train
1251,Rosalina,4287.88,18.55,Media,Saludable,train
1252,Dionisia,3185.33,20.38,Media,Saludable,train
1253,Timoteo,1910.58,26.56,Media,En riesgo,val
1254,Marcos,1938.15,22.16,Media,En observacion,train
1255,Cloe,3899.48,19.49,Baja,En observacion,test
1256,Estela,3006.07,21.35,Media,Saludable,train
1257,Benito,2201.84,26.77,Media,En riesgo,val
1258,Emilia,3220.58,21.22,Baja,En observacion,train
1259,Manola,1724.73,29.67,Baja,En riesgo,train
1260,Conrado,3536.9,22.21,Media,En observacion,train
1261,María Carmen,2441.48,24.21,Media,En observacion,test
1262,Hipólito,4291.46,17.34,Baja,En observacion,train
1263,Eufemia,2586.27,24.51,Media,En observacion,train
1264,Héctor,3093.27,21.06,Media,Saludable,val
1265,Juan Luis,1540.67,29.45,Media,En riesgo,train
1266,Gertrudis,1753.56,27.65,Media,En riesgo,train
1267,Ceferino,2873.73,22.13,Media,En observacion,test
1268,Faustino,3179.79,20.48,Baja,En observacion,test
1269,Jose,3600.07,21.51,Media,Saludable,train
1270,Fulgencio,2520.82,25.58,Media,En observacion,val
1271,Carmina,3932.44,20.48,Media,Saludable,val
1272,Carlito,4510.43,18.14,Media,Saludable,train
1273,Faustino,4229.48,19.88,Media,Saludable,train
1274,Abilio,1638.67,27.24,Baja,En riesgo,train
1275,Sebastian,3181.77,22.78,Media,En observacion,test
1276,Virgilio,1867.26,25.24,Media,En observacion,train
1277,Jennifer,2347.16,24.57,Baja,En observacion,test
1278,Dorotea,4953.32,18.02,Media,Saludable,train
1279,Adoración,1998.73,24.51,Media,En observacion,train
1280,Lupe,3246.11,21.94,Media,Saludable,train
1281,Anacleto,3663.55,19.96,Media,Saludable,test
1282,Jesús,3958.63,20.2,Media,Saludable,train
1283,Luis,3458.77,18.03,Media,Saludable,train
1284,Lara,1534.2,31.42,Media,En riesgo,train
1285,Lorenzo,2642.61,23.81,Baja,En observacion,train
1286,Julia,3311.99,20.56,Media,Saludable,train
1287,Rosalina,1807.53,30.79,Baja,En riesgo,train
1288,Wilfredo,2727.19,21.23,Baja,En observacion,test
1289,Calisto,1616.21,31.36,Media,En riesgo,test
1290,Jacinta,1775.02,30.31,Baja,En riesgo,train
1291,Joaquín,2889.23,22.71,Media,En observacion,test
1292,Ámbar,1964.51,26.46,Baja,En riesgo,train
1293,Juan Luis,3486.39,21.1,Baja,En observacion,train
1294,Mirta,3913.13,18.25,Media,Saludable,train
1295,Máxima,4302.05,19.98,Media,Saludable,train
1296,Eufemia,2200.53,24.49,Baja,En observacion,val
1297,Dolores,2086.19,25.38,Media,En observacion,test
1298,Gisela,1865.99,29.21,Media,En riesgo,train
1299,Nilda,3727.51,20.33,Media,Saludable,test
1300,Hector,3972.67,18.67,Baja,En observacion,train
1301,Teodoro,1610.55,29.87,Baja,En riesgo,train
1302,Darío,4776.74,17.81,Baja,En observacion,train
1303,Candelas,1681.9,29.87,Media,En riesgo,test
1304,Jafet,3394.54,19.27,Media,Saludable,val
1305,Flora,3981.71,20.2,Media,Saludable,train
1306,Eustaquio,4548.39,18.31,Baja,En observacion,test
1307,Violeta,3999.3,19.56,Media,Saludable,train
1308,Juan Pablo,4306.05,19.33,Baja,En observacion,test
1309,Pascuala,2688.08,21.95,Media,Saludable,train
1310,Erasmo,4351.89,18.32,Media,Saludable,train
1311,Calixto,1780.4,28.14,Media,En riesgo,train
1312,Benito,4631.86,18.83,Baja,En observacion,train
1313,Fito,3416.57,21.61,Media,Saludable,train
1314,Mónica,4360.54,17.92,Media,Saludable,train
1315,Marino,3083.11,21.37,Media,Saludable,train
1316,Dulce,3752.52,18.98,Media,Saludable,train
1317,Marianela,3342.41,20.87,Media,Saludable,train
1318,Paloma,4060.56,18.03,Media,Saludable,train
1319,Cloe,1785.7,30.85,Media,En riesgo,train
1320,África,1711.23,30.65,Media,En riesgo,train
1321,Luis,2364.86,23.88,Baja,En observacion,test
1322,Valentín,2058.41,27.28,Media,En riesgo,val
1323,Edelmiro,4551.24,17.7,Baja,En observacion,train
1324,Adelina,2267.25,24.19,Media,En observacion,train
1325,Jennifer,4915.53,18.53,Media,Saludable,train
1326,Marco,2679.14,23.39,Media,En observacion,train
1327,Juana,2137.41,27.27,Media,En riesgo,train
1328,Samuel,4263.94,20.0,Media,Saludable,train
1329,Lalo,3805.48,17.38,Baja,En observacion,test
1330,Angelita,3243.69,21.51,Media,Saludable,train
1331,Calista,3443.77,20.25,Media,Saludable,train
1332,Ana,4017.21,22.23,Baja,En observacion,train
1333,Urbano,2299.59,24.85,Media,En observacion,train
1334,Cecilio,4987.17,18.09,Media,Saludable,test
1335,Elba,4911.78,15.92,Media,Saludable,train
1336,Aníbal,3776.14,19.28,Media,Saludable,train
1337,Tamara,2198.4,25.24,Baja,En observacion,train
1338,Toni,3880.8,20.03,Media,Saludable,test
1339,Macaria,1752.69,26.0,Baja,En observacion,train
1340,Mohamed,1607.28,30.2,Baja,En riesgo,val
1341,Elisabet,2401.89,25.72,Media,En observacion,train
1342,Josué,3119.18,20.49,Baja,En observacion,val
1343,Amancio,4538.95,17.76,Media,Saludable,test
1344,Ciriaco,4045.09,18.41,Media,Saludable,train
1345,Jenaro,4099.47,18.85,Media,Saludable,test
1346,Ileana,2989.23,20.68,Media,Saludable,test
1347,Piedad,2710.77,24.44,Baja,En observacion,train
1348,Rosalinda,2798.64,21.37,Baja,En observacion,train
1349,Coral,4956.77,17.76,Baja,En observacion,train
1350,Diana,1640.38,29.24,Baja,En riesgo,val
1351,Alfonso,4534.61,19.3,Media,Saludable,test
1352,María Del Carmen,3525.36,22.36,Baja,En observacion,val
1353,Hortensia,3035.15,22.34,Baja,En observacion,train
1354,Paca,4038.4,19.88,Baja,En observacion,train
1355,Julio César,3203.34,22.27,Baja,En observacion,train
1356,Corona,4556.98,17.97,Media,Saludable,val
1357,Apolinar,4652.46,16.65,Media,Saludable,val
1358,María Carmen,2976.02,24.12,Baja,En observacion,train
1359,Maristela,2468.9,24.0,Media,En observacion,train
1360,Gabino,3573.23,19.95,Media,Saludable,test
1361,Adoración,4693.27,18.99,Media,Saludable,val
1362,Aurelia,2237.32,24.68,Baja,En observacion,train
1363,Florinda,3680.38,19.2,Media,Saludable,train
1364,Vasco,3710.46,20.47,Baja,En observacion,val
1365,Yésica,4065.9,19.45,Baja,En observacion,train
1366,Leopoldo,1960.49,26.85,Media,En riesgo,test
1367,Gerardo,4005.39,18.95,Media,Saludable,test
1368,Delfina,4681.61,18.29,Baja,En observacion,train
1369,Tristán,2128.89,25.99,Media,En observacion,train
1370,Fabiola,2331.4,24.33,Media,En observacion,val
1371,Odalys,4899.88,18.18,Media,Saludable,val
1372,Amparo,2133.42,24.37,Media,En observacion,test
1373,Ciriaco,4490.35,19.1,Media,Saludable,train
1374,Adoración,3222.97,21.79,Media,Saludable,test
1375,Pablo,2365.31,27.69,Media,En riesgo,test
1376,Sebastian,4547.62,19.04,Media,Saludable,train
1377,Nazario,3058.57,22.13,Baja,En observacion,train
1378,Miguel Ángel,3301.86,23.31,Media,En observacion,train
1379,Herminia,2757.32,21.29,Baja,En observacion,train
1380,Cruz,3575.33,19.95,Baja,En observacion,train
1381,Rosa,2072.33,25.56,Media,En observacion,train
1382,Felipe,2868.79,23.88,Baja,En observacion,test
1383,Narciso,4892.94,16.1,Media,Saludable,train
1384,Sergio,2403.47,23.51,Media,En observacion,test
1385,Joaquina,3798.58,17.98,Media,Saludable,test
1386,Ana Sofía,2638.17,22.23,Baja,En observacion,train
1387,Luis,4207.16,19.85,Media,Saludable,val
1388,Gloria,1958.06,25.05,Media,En observacion,train
1389,Salvador,4894.37,19.73,Media,Saludable,train
1390,Odalys,3088.26,22.14,Baja,En observacion,train
1391,Martirio,2326.18,25.29,Baja,En observacion,val
1392,Carmelita,1757.24,30.74,Media,En riesgo,train
1393,Angelino,2094.15,28.32,Media,En riesgo,train
1394,Wálter,3319.21,19.89,Baja,En observacion,val
1395,Chus,2679.51,22.37,Baja,En observacion,train
1396,Maxi,4401.09,18.14,Media,Saludable,train
1397,José Antonio,3008.11,23.15,Baja,En observacion,train
1398,Moisés,2370.5,22.05,Baja,En observacion,train
1399,David,3660.01,18.06,Baja,En observacion,val
1400,María Teresa,3973.72,19.68,Media,Saludable,test
1401,Sancho,2084.65,24.93,Media,En observacion,val
1402,Rosaura,2086.67,24.18,Baja,En observacion,test
1403,Aroa,1628.35,28.62,Media,En riesgo,test
1404,Paloma,4077.41,19.12,Media,Saludable,train
1405,Abel,3823.32,19.07,Media,Saludable,test
1406,Gema,3161.21,19.05,Baja,En observacion,train
1407,Ruth,4454.6,18.65,Media,Saludable,train
1408,Candela,4319.85,19.46,Media,Saludable,val
1409,Óscar,3548.74,20.41,Media,Saludable,train
1410,Severiano,4538.95,17.96,Baja,En observacion,train
1411,Baltasar,2220.44,25.82,Baja,En observacion,val
1412,Godofredo,1891.72,28.3,Baja,En riesgo,train
1413,Aura,2444.12,25.29,Media,En observacion,test
1414,Porfirio,1699.8,28.61,Baja,En riesgo,train
1415,Esther,3359.09,21.14,Baja,En observacion,train
1416,Maristela,4778.12,18.82,Baja,En observacion,val
1417,Andrea,1637.7,31.79,Baja,En riesgo,train
1418,Eufemia,1927.38,28.09,Media,En riesgo,val
1419,Vasco,3082.7,21.71,Media,Saludable,train
1420,Martirio,4768.56,15.9,Media,Saludable,train
1421,Aurelio,2606.55,25.06,Baja,En observacion,val
1422,Herminio,3275.32,25.22,Media,En observacion,val
1423,Juanito,1645.51,28.51,Media,En riesgo,test
1424,Carmela,2019.2,24.32,Media,En observacion,train
1425,Eleuterio,4953.21,18.26,Media,Saludable,test
1426,Áurea,4877.92,18.08,Media,Saludable,train
1427,Lucio,1517.29,31.36,Baja,En riesgo,train
1428,Urbano,4831.34,17.25,Media,Saludable,train
1429,Silvia,3736.92,18.88,Media,Saludable,val
1430,Jovita,4537.71,19.86,Media,Saludable,val
1431,Amada,3091.59,23.85,Baja,En observacion,train
1432,Domingo,3304.59,20.6,Media,Saludable,train
1433,Ambrosio,3210.96,22.57,Media,En observacion,train
1434,Eva María,3834.02,20.07,Media,Saludable,train
1435,Emelina,1988.78,27.74,Media,En riesgo,train
1436,Nerea,1604.91,31.98,Media,En riesgo,val
1437,Jose,2577.75,22.0,Media,Saludable,train
1438,Leire,3966.38,17.85,Media,Saludable,train
1439,Federico,2206.49,24.39,Media,En observacion,train
1440,María,3857.01,20.02,Baja,En observacion,val
1441,Carmen,4894.69,19.33,Baja,En observacion,train
1442,Alberto,1828.65,25.91,Media,En observacion,train
1443,Carmina,3854.11,20.75,Media,Saludable,train
1444,Saturnino,3053.13,22.34,Media,En observacion,train
1445,Ciro,4538.5,19.77,Media,Saludable,val
1446,Jafet,2120.02,27.32,Media,En riesgo,val
1447,Prudencia,3924.19,19.81,Baja,En observacion,train
1448,Ximena,4433.4,18.47,Media,Saludable,test
1449,Danilo,4806.15,18.96,Baja,En observacion,train
1450,Íñigo,3891.37,18.02,Baja,En observacion,train
1451,Desiderio,3240.11,21.44,Media,Saludable,train
1452,Flora,3662.47,19.11,Media,Saludable,train
1453,Pepita,4541.17,15.35,Media,Saludable,train
1454,Fabio,3497.13,18.34,Media,Saludable,train
1455,Andrea,1606.35,26.35,Baja,En riesgo,train
1456,Lilia,4758.32,17.42,Media,Saludable,train
1457,Lupe,3913.34,20.11,Baja,En observacion,test
1458,Araceli,3867.8,20.35,Baja,En observacion,train
1459,Julieta,2254.86,21.63,Media,Saludable,test
1460,Leandro,3806.1,19.57,Media,Saludable,train
1461,Severo,2878.53,20.67,Media,Saludable,val
1462,Perlita,3779.32,19.89,Media,Saludable,test
1463,Almudena,1873.08,27.16,Media,En riesgo,val
1464,Agustina,3802.46,19.02,Media,Saludable,train
1465,Jose Francisco,4997.95,17.64,Baja,En observacion,val
1466,Yago,1668.74,29.23,Baja,En riesgo,train
1467,Carmen,4920.11,18.53,Media,Saludable,test
1468,Espiridión,2924.18,21.25,Baja,En observacion,test
1469,Rodolfo,4547.64,19.55,Media,Saludable,test
1470,Graciano,4238.35,18.25,Media,Saludable,train
1471,África,3484.56,20.49,Baja,En observacion,test
1472,Elena,4084.57,18.92,Media,Saludable,test
1473,Apolonia,4574.8,18.05,Media,Saludable,train
1474,Margarita,2914.49,25.17,Baja,En observacion,test
1475,Serafina,2644.62,21.14,Baja,En observacion,test
1476,Elías,3836.58,20.03,Media,Saludable,test
1477,Rosario,4327.46,19.82,Media,Saludable,train
1478,Buenaventura,4168.0,16.76,Media,Saludable,test
1479,Leoncio,4292.35,19.19,Baja,En observacion,train
1480,María Teresa,3024.54,20.24,Media,Saludable,train
1481,Montserrat,4362.42,17.04,Baja,En observacion,test
1482,Ricarda,1920.73,24.67,Media,En observacion,train
1483,Severino,3405.71,19.71,Baja,En observacion,train
1484,Noé,1520.16,30.18,Baja,En riesgo,test
1485,Mirta,2636.05,25.39,Media,En observacion,train
1486,Anunciación,2782.62,22.44,Media,En observacion,train
1487,Juanito,2886.6,21.27,Media,Saludable,train
1488,Otilia,3934.14,21.52,Media,Saludable,train
1489,Abilio,2859.95,23.24,Media,En observacion,val
1490,Lorenzo,3070.43,22.19,Media,En observacion,test
1491,Lucila,2331.4,24.38,Baja,En observacion,test
1492,Marc,2806.38,22.96,Media,En observacion,train
1493,Pilar,2295.44,25.45,Media,En observacion,test
1494,Diana,1756.19,28.97,Baja,En riesgo,train
1495,Cruz,3612.07,20.91,Media,Saludable,val
1496,Georgina,3838.74,19.47,Media,Saludable,train
1497,Amelia,3668.22,20.46,Baja,En observacion,test
1498,Rosenda,3122.23,20.47,Media,Saludable,val
1499,Eustaquio,2829.25,21.97,Media,Saludable,train
1500,Victoriano,4521.67,18.32,Media,Saludable,test
1501,Bárbara,3316.79,20.38,Media,Saludable,train
1502,Alondra,3177.14,23.55,Baja,En observacion,val
1503,Onofre,1589.75,29.29,Media,En riesgo,val
1504,Nazaret,2694.37,20.76,Media,Saludable,train
1505,Carmina,2830.68,24.37,Baja,En observacion,val
1506,María Carmen,2895.88,22.59,Baja,En observacion,train
1507,Candelaria,3530.6,19.7,Baja,En observacion,test
1508,René,3367.61,21.38,Media,Saludable,train
1509,Xavier,3627.67,20.71,Baja,En observacion,val
1510,Modesto,4177.09,19.71,Media,Saludable,test
1511,Ruth,4345.45,19.73,Media,Saludable,test
1512,Gonzalo,4013.43,22.17,Media,En observacion,test
1513,José,4844.33,18.47,Media,Saludable,train
1514,Jorge,1563.81,27.61,Media,En riesgo,val
1515,Concha,2185.22,24.11,Media,En observacion,val
1516,Rodolfo,1526.47,33.24,Media,En riesgo,val
1517,Joaquín,3766.16,18.43,Media,Saludable,train
1518,Roberta,4643.11,17.96,Media,Saludable,train
1519,Maura,2352.19,26.23,Media,En riesgo,train
1520,Segismundo,4744.62,18.41,Baja,En observacion,train
1521,Armando,1710.94,29.88,Media,En riesgo,train
1522,Maximino,4770.53,15.06,Baja,En observacion,train
1523,Marcela,2730.68,23.44,Baja,En observacion,val
1524,Ainara,1854.97,25.23,Baja,En observacion,train
1525,Julieta,3200.55,21.23,Media,Saludable,train
1526,Xiomara,2398.72,22.88,Media,En observacion,train
1527,Obdulia,2497.06,22.75,Baja,En observacion,train
1528,Rico,2575.51,19.78,Media,Saludable,test
1529,Rolando,4310.59,18.18,Baja,En observacion,test
1530,Gracia,3387.06,22.88,Media,En observacion,train
1531,Mónica,2589.58,22.88,Media,En observacion,train
1532,Otilia,3636.17,18.82,Baja,En observacion,train
1533,Florinda,4006.53,21.39,Media,Saludable,val
1534,Evaristo,2454.18,24.37,Baja,En observacion,train
1535,Ana Sofía,2947.42,23.09,Baja,En observacion,val
1536,Angelino,1926.6,26.76,Baja,En riesgo,test
1537,Edmundo,2134.02,24.92,Media,En observacion,train
1538,Ani,3883.91,17.92,Media,Saludable,train
1539,Dominga,2135.03,25.93,Media,En observacion,train
1540,Natanael,3338.07,19.54,Media,Saludable,train
1541,Ruth,3981.66,20.13,Media,Saludable,train
1542,Cornelio,1874.07,27.1,Media,En riesgo,train
1543,Sandra,3485.59,19.43,Media,Saludable,test
1544,Ramona,2397.97,23.8,Media,En observacion,train
