id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero
1120,Jose Antonio,1953.3,27.9,Media,En riesgo
1121,Lola,4610.62,19.3,Media,Saludable
1122,Santos,4844.78,18.32,Media,Saludable
1123,Amaya,4517.45,18.53,Baja,En observacion
1124,Catalina,4333.31,20.08,Media,Saludable
1125,Marta,3793.35,19.51,Media,Saludable
1126,Jose Angel,3428.0,21.52,Media,Saludable
1127,Jessica,1804.45,29.44,Media,En riesgo
1128,Alba,2929.59,22.87,Media,En observacion
1129,Flavia,2804.41,22.71,Media,En observacion
1130,Leonor,2409.14,26.31,Media,En riesgo
1131,Amor,4031.97,19.63,Media,Saludable
1132,Victorino,3235.57,21.89,Baja,En observacion
1133,Mónica,1783.66,26.6,Media,En riesgo
1134,Ale,2270.64,25.0,Baja,En observacion
1135,Ciro,3891.41,17.95,Baja,En observacion
1136,Macario,1766.46,29.46,Media,En riesgo
1137,Ismael,4479.22,20.1,Media,Saludable
1138,Sandalio,3233.01,21.58,Media,Saludable
1139,Jesusa,3182.05,22.26,Media,En observacion
1140,Jose Francisco,3573.43,21.64,Baja,En observacion
1141,Mariano,4386.38,19.83,Baja,En observacion
1142,Gracia,2717.33,25.44,Baja,En observacion
1143,Cándida,3873.06,19.63,Media,Saludable
1144,Rafa,3480.06,20.69,Baja,En observacion
1145,Ainara,2434.6,22.73,Media,En observacion
1146,Carolina,4575.2,18.96,Baja,En observacion
1147,Bernarda,4290.99,19.37,Media,Saludable
1148,Omar,3804.58,21.08,Media,Saludable
1149,Teodoro,4477.04,20.7,Media,Saludable
1150,Marcia,4535.53,19.3,Media,Saludable
1151,Carmelita,3979.27,20.87,Media,Saludable
1152,Natalio,4429.55,19.14,Media,Saludable
1153,Pastor,3941.15,20.28,Media,Saludable
1154,Julia,3880.49,19.09,Media,Saludable
1155,Wilfredo,3665.14,20.33,Media,Saludable
1156,Kike,4134.51,20.28,Media,Saludable
1157,Mariano,2055.12,25.56,Media,En observacion
1158,José,4583.05,17.53,Media,Saludable
1159,Jerónimo,4551.45,19.85,Baja,En observacion
1160,Dionisio,1602.37,31.53,Media,En riesgo
1161,Lorena,4390.36,20.24,Baja,En observacion
1162,Guadalupe,1951.04,28.56,Baja,En riesgo
1163,Maximiano,2672.92,22.94,Media,En observacion
1164,Dimas,4102.28,19.28,Media,Saludable
1165,Manuelita,2062.66,27.43,Media,En riesgo
1166,Blanca,4362.88,19.79,Media,Saludable
1167,María Belén,4412.47,19.65,Media,Saludable
1168,Jenny,3276.14,20.86,Baja,En observacion
1169,Gil,1522.35,29.61,Baja,En riesgo
1170,Gregorio,2504.63,25.52,Media,En observacion
1171,Inocencio,3659.24,20.16,Media,Saludable
1172,Mamen,4934.15,18.17,Media,Saludable
1173,Alondra,3711.35,19.46,Media,Saludable
1174,Leonel,2409.31,25.26,Media,En observacion
1175,Lourdes,3719.02,21.58,Baja,En observacion
1176,Dolores,3389.95,20.57,Media,Saludable
1177,Martirio,4229.46,19.74,Media,Saludable
1178,Beatriz,1874.43,28.27,Media,En riesgo
1179,Edelmira,4163.6,19.8,Baja,En observacion
1180,Lorenzo,3394.43,21.82,Media,Saludable
1181,Cornelio,4870.47,17.33,Media,Saludable
1182,Pepita,2696.55,22.54,Media,En observacion
1183,Guillermo,3714.18,21.71,Baja,En observacion
1184,Manu,4762.1,18.78,Baja,En observacion
1185,Javi,1858.78,27.09,Baja,En riesgo
1186,Poncio,4780.3,18.69,Baja,En observacion
1187,Gastón,3907.6,21.28,Media,Saludable
1188,Marciano,1737.43,32.49,Media,En riesgo
1189,Alberto,2553.37,24.63,Media,En observacion
1190,Leandra,3978.6,19.59,Media,Saludable
1191,Bibiana,1735.73,29.8,Media,En riesgo
1192,Edmundo,3537.6,21.2,Media,Saludable
1193,Leocadio,2710.59,24.29,Media,En observacion
1194,Artemio,3673.2,21.06,Media,Saludable
1195,Baltasar,1660.1,31.62,Baja,En riesgo
1196,Carolina,4550.38,18.37,Media,Saludable
1197,Luís,4907.21,18.27,Baja,En observacion
1198,José,4891.07,17.4,Media,Saludable
1199,Edmundo,4123.78,20.07,Baja,En observacion
1200,Felicia,1955.3,29.51,Media,En riesgo
1201,Ruperta,4153.92,20.05,Media,Saludable
1202,Marina,1586.05,32.5,Baja,En riesgo
1203,Amor,1577.43,31.46,Baja,En riesgo
1204,Cristian,2632.64,23.55,Baja,En observacion
1205,Salud,3210.25,22.01,Baja,En observacion
1206,Albano,4196.43,19.25,Baja,En observacion
1207,Consuela,3891.53,18.03,Baja,En observacion
1208,Lucas,3060.66,22.53,Media,En observacion
1209,Adora,2457.69,23.49,Media,En observacion
1210,Alejandra,4989.94,17.84,Media,Saludable
1211,Valero,2991.63,22.0,Media,Saludable
1212,Noé,3079.85,20.82,Media,Saludable
1213,Gerónimo,2072.68,24.69,Media,En observacion
1214,Aurelio,4281.83,19.78,Media,Saludable
1215,José Antonio,3927.89,21.05,Media,Saludable
1216,Rosalva,2272.69,25.16,Baja,En observacion
1217,Ale,1788.33,30.41,Media,En riesgo
1218,Danilo,3881.75,19.48,Baja,En observacion
1219,Paca,3790.79,20.17,Media,Saludable
1220,Berto,2456.41,24.67,Baja,En observacion
1221,Salvador,4828.02,18.35,Media,Saludable
1222,Amparo,2028.7,27.47,Baja,En riesgo
1223,Candelario,3013.17,22.9,Media,En observacion
1224,Corona,4802.66,17.42,Baja,En observacion
1225,Eva,2969.05,24.03,Media,En observacion
1226,Itziar,3734.84,19.6,Media,Saludable
1227,Balduino,2891.58,22.51,Media,En observacion
1228,Evaristo,2459.75,24.43,Baja,En observacion
1229,Eustaquio,4943.92,18.86,Baja,En observacion
1230,Obdulia,2932.67,21.0,Media,Saludable
1231,Chus,4629.35,18.52,Baja,En observacion
1232,Marco,2304.84,26.17,Baja,En riesgo
1233,Che,2245.87,22.62,Media,En observacion
1234,Jose Ramón,1608.97,32.26,Baja,En riesgo
1235,Diego,3780.83,19.63,Baja,En observacion
1236,Celestina,2789.84,24.1,Media,En observacion
1237,María Cristina,4525.25,19.18,Media,Saludable
1238,Sigfrido,3156.23,21.0,Media,Saludable
1239,Eloísa,4888.68,18.62,Media,Saludable
1240,Débora,2149.34,26.28,Media,En riesgo
1241,Morena,4540.18,17.65,Baja,En observacion
1242,Esperanza,4218.09,19.03,Media,Saludable
1243,Jaime,4198.23,20.76,Media,Saludable
1244,Maura,4456.74,18.75,Baja,En observacion
1245,Azeneth,4163.58,19.7,Media,Saludable
1246,Ricardo,3691.77,20.76,Media,Saludable
1247,Virgilio,1959.36,28.43,Media,En riesgo
1248,Violeta,1613.84,31.66,Media,En riesgo
1249,Venceslás,4722.97,18.8,Baja,En observacion
1250,Manuel,3658.28,20.2,Media,Saludable
1251,Rosalina,4287.88,20.12,Media,Saludable
1252,Dionisia,3185.33,22.69,Media,En observacion
1253,Timoteo,1910.58,29.12,Media,En riesgo
1254,Marcos,1938.15,27.23,Media,En riesgo
1255,Cloe,3899.48,19.79,Baja,En observacion
1256,Estela,3006.07,22.95,Baja,En observacion
1257,Benito,2201.84,26.07,Media,En riesgo
1258,Emilia,3220.58,22.18,Baja,En observacion
1259,Manola,1724.73,29.37,Baja,En riesgo
1260,Conrado,3536.9,20.23,Media,Saludable
1261,María Carmen,2441.48,23.9,Media,En observacion
1262,Hipólito,4291.46,16.2,Baja,En observacion
1263,Eufemia,2586.27,23.71,Media,En observacion
1264,Héctor,3093.27,20.74,Media,Saludable
1265,Juan Luis,1540.67,32.66,Baja,En riesgo
1266,Gertrudis,1753.56,29.87,Media,En riesgo
1267,Ceferino,2873.73,21.68,Media,Saludable
1268,Faustino,3179.79,22.57,Media,En observacion
1269,Jose,3600.07,21.14,Media,Saludable
1270,Fulgencio,2520.82,25.33,Media,En observacion
1271,Carmina,3932.44,20.45,Media,Saludable
1272,Carlito,4510.43,19.26,Media,Saludable
1273,Faustino,4229.48,20.92,Media,Saludable
1274,Abilio,1638.67,32.19,Baja,En riesgo
1275,Sebastian,3181.77,17.85,Media,Saludable
1276,Virgilio,1867.26,31.0,Media,En riesgo
1277,Jennifer,2347.16,23.66,Baja,En observacion
1278,Dorotea,4953.32,18.32,Baja,En observacion
1279,Adoración,1998.73,25.31,Media,En observacion
1280,Lupe,3246.11,20.99,Media,Saludable
1281,Anacleto,3663.55,22.0,Media,Saludable
1282,Jesús,3958.63,20.15,Media,Saludable
1283,Luis,3458.77,20.62,Media,Saludable
1284,Lara,1534.2,30.28,Media,En riesgo
1285,Lorenzo,2642.61,23.23,Baja,En observacion
1286,Julia,3311.99,20.84,Media,Saludable
1287,Rosalina,1807.53,28.8,Baja,En riesgo
1288,Wilfredo,2727.19,21.45,Baja,En observacion
1289,Calisto,1616.21,30.71,Media,En riesgo
1290,Jacinta,1775.02,30.34,Media,En riesgo
1291,Joaquín,2889.23,21.18,Baja,En observacion
1292,Ámbar,1964.51,25.74,Media,En observacion
1293,Juan Luis,3486.39,21.55,Media,Saludable
1294,Mirta,3913.13,20.2,Media,Saludable
1295,Máxima,4302.05,19.66,Media,Saludable
1296,Eufemia,2200.53,26.3,Baja,En riesgo
1297,Dolores,2086.19,27.05,Media,En riesgo
1298,Gisela,1865.99,27.07,Media,En riesgo
1299,Nilda,3727.51,21.36,Media,Saludable
1300,Hector,3972.67,20.82,Baja,En observacion
1301,Teodoro,1610.55,31.87,Baja,En riesgo
1302,Darío,4776.74,19.45,Media,Saludable
1303,Candelas,1681.9,29.55,Media,En riesgo
1304,Jafet,3394.54,20.93,Media,Saludable
1305,Flora,3981.71,19.83,Baja,En observacion
1306,Eustaquio,4548.39,19.61,Baja,En observacion
1307,Violeta,3999.3,19.18,Media,Saludable
1308,Juan Pablo,4306.05,19.01,Baja,En observacion
1309,Pascuala,2688.08,25.59,Media,En observacion
1310,Erasmo,4351.89,17.99,Media,Saludable
1311,Calixto,1780.4,29.78,Media,En riesgo
1312,Benito,4631.86,18.78,Media,Saludable
1313,Fito,3416.57,20.65,Media,Saludable
1314,Mónica,4360.54,18.26,Media,Saludable
1315,Marino,3083.11,21.78,Baja,En observacion
1316,Dulce,3752.52,20.15,Media,Saludable
1317,Marianela,3342.41,22.01,Media,En observacion
1318,Paloma,4060.56,21.53,Media,Saludable
1319,Cloe,1785.7,29.15,Media,En riesgo
1320,África,1711.23,31.55,Media,En riesgo
1321,Luis,2364.86,25.01,Baja,En observacion
1322,Valentín,2058.41,26.44,Media,En riesgo
1323,Edelmiro,4551.24,17.32,Baja,En observacion
1324,Adelina,2267.25,26.98,Media,En riesgo
1325,Jennifer,4915.53,19.36,Baja,En observacion
1326,Marco,2679.14,22.34,Media,En observacion
1327,Juana,2137.41,26.68,Baja,En riesgo
1328,Samuel,4263.94,19.82,Media,Saludable
1329,Lalo,3805.48,20.66,Baja,En observacion
1330,Angelita,3243.69,21.41,Media,Saludable
1331,Calista,3443.77,21.71,Media,Saludable
1332,Ana,4017.21,18.32,Baja,En observacion
1333,Urbano,2299.59,25.13,Media,En observacion
1334,Cecilio,4987.17,17.76,Media,Saludable
1335,Elba,4911.78,17.97,Media,Saludable
1336,Aníbal,3776.14,20.46,Media,Saludable
1337,Tamara,2198.4,25.06,Baja,En observacion
1338,Toni,3880.8,21.36,Media,Saludable
1339,Macaria,1752.69,29.86,Baja,En riesgo
1340,Mohamed,1607.28,32.2,Baja,En riesgo
1341,Elisabet,2401.89,24.59,Media,En observacion
1342,Josué,3119.18,21.94,Baja,En observacion
1343,Amancio,4538.95,20.31,Media,Saludable
1344,Ciriaco,4045.09,18.13,Media,Saludable
1345,Jenaro,4099.47,19.25,Media,Saludable
1346,Ileana,2989.23,21.87,Media,Saludable
1347,Piedad,2710.77,24.2,Baja,En observacion
1348,Rosalinda,2798.64,22.24,Baja,En observacion
1349,Coral,4956.77,18.26,Baja,En observacion
1350,Diana,1640.38,30.34,Baja,En riesgo
1351,Alfonso,4534.61,20.17,Media,Saludable
1352,María Del Carmen,3525.36,19.51,Media,Saludable
1353,Hortensia,3035.15,22.28,Baja,En observacion
1354,Paca,4038.4,19.71,Baja,En observacion
1355,Julio César,3203.34,21.85,Baja,En observacion
1356,Corona,4556.98,16.86,Media,Saludable
1357,Apolinar,4652.46,18.94,Media,Saludable
1358,María Carmen,2976.02,23.84,Baja,En observacion
1359,Maristela,2468.9,24.95,Media,En observacion
1360,Gabino,3573.23,19.71,Media,Saludable
1361,Adoración,4693.27,17.66,Media,Saludable
1362,Aurelia,2237.32,26.31,Baja,En riesgo
1363,Florinda,3680.38,23.65,Media,En observacion
1364,Vasco,3710.46,20.78,Baja,En observacion
1365,Yésica,4065.9,19.46,Baja,En observacion
1366,Leopoldo,1960.49,29.16,Media,En riesgo
1367,Gerardo,4005.39,18.76,Media,Saludable
1368,Delfina,4681.61,18.33,Baja,En observacion
1369,Tristán,2128.89,26.36,Media,En riesgo
1370,Fabiola,2331.4,24.2,Baja,En observacion
1371,Odalys,4899.88,18.24,Media,Saludable
1372,Amparo,2133.42,27.27,Media,En riesgo
1373,Ciriaco,4490.35,19.77,Media,Saludable
1374,Adoración,3222.97,22.41,Media,En observacion
1375,Pablo,2365.31,24.4,Media,En observacion
1376,Sebastian,4547.62,19.41,Media,Saludable
1377,Nazario,3058.57,21.8,Baja,En observacion
1378,Miguel Ángel,3301.86,21.1,Media,Saludable
1379,Herminia,2757.32,24.84,Baja,En observacion
1380,Cruz,3575.33,20.87,Baja,En observacion
1381,Rosa,2072.33,26.6,Media,En riesgo
1382,Felipe,2868.79,23.57,Baja,En observacion
1383,Narciso,4892.94,19.51,Media,Saludable
1384,Sergio,2403.47,24.41,Media,En observacion
1385,Joaquina,3798.58,19.74,Media,Saludable
1386,Ana Sofía,2638.17,23.8,Media,En observacion
1387,Luis,4207.16,19.37,Media,Saludable
1388,Gloria,1958.06,25.85,Media,En observacion
1389,Salvador,4894.37,17.11,Media,Saludable
1390,Odalys,3088.26,21.71,Baja,En observacion
1391,Martirio,2326.18,25.29,Baja,En observacion
1392,Carmelita,1757.24,29.9,Media,En riesgo
1393,Angelino,2094.15,28.09,Media,En riesgo
1394,Wálter,3319.21,22.91,Media,En observacion
1395,Chus,2679.51,23.75,Baja,En observacion
1396,Maxi,4401.09,19.82,Baja,En observacion
1397,José Antonio,3008.11,24.55,Baja,En observacion
1398,Moisés,2370.5,24.07,Baja,En observacion
1399,David,3660.01,20.72,Baja,En observacion
1400,María Teresa,3973.72,20.07,Media,Saludable
1401,Sancho,2084.65,24.88,Media,En observacion
1402,Rosaura,2086.67,25.63,Media,En observacion
1403,Aroa,1628.35,31.04,Media,En riesgo
1404,Paloma,4077.41,20.27,Media,Saludable
1405,Abel,3823.32,20.2,Media,Saludable
1406,Gema,3161.21,22.89,Baja,En observacion
1407,Ruth,4454.6,19.13,Media,Saludable
1408,Candela,4319.85,19.18,Media,Saludable
1409,Óscar,3548.74,19.34,Media,Saludable
1410,Severiano,4538.95,18.54,Baja,En observacion
1411,Baltasar,2220.44,27.42,Baja,En riesgo
1412,Godofredo,1891.72,27.86,Baja,En riesgo
1413,Aura,2444.12,25.24,Media,En observacion
1414,Porfirio,1699.8,31.4,Baja,En riesgo
1415,Esther,3359.09,20.85,Media,Saludable
1416,Maristela,4778.12,18.25,Media,Saludable
1417,Andrea,1637.7,29.2,Baja,En riesgo
1418,Eufemia,1927.38,27.22,Media,En riesgo
1419,Vasco,3082.7,23.03,Media,En observacion
1420,Martirio,4768.56,20.63,Media,Saludable
1421,Aurelio,2606.55,24.55,Baja,En observacion
1422,Herminio,3275.32,22.54,Media,En observacion
1423,Juanito,1645.51,30.56,Media,En riesgo
1424,Carmela,2019.2,27.93,Media,En riesgo
1425,Eleuterio,4953.21,17.73,Media,Saludable
1426,Áurea,4877.92,18.88,Media,Saludable
1427,Lucio,1517.29,31.85,Baja,En riesgo
1428,Urbano,4831.34,18.49,Media,Saludable
1429,Silvia,3736.92,20.76,Media,Saludable
1430,Jovita,4537.71,18.33,Media,Saludable
1431,Amada,3091.59,22.5,Baja,En observacion
1432,Domingo,3304.59,21.1,Media,Saludable
1433,Ambrosio,3210.96,21.03,Media,Saludable
1434,Eva María,3834.02,19.8,Media,Saludable
1435,Emelina,1988.78,26.28,Media,En riesgo
1436,Nerea,1604.91,31.01,Media,En riesgo
1437,Jose,2577.75,23.73,Baja,En observacion
1438,Leire,3966.38,19.31,Media,Saludable
1439,Federico,2206.49,26.36,Media,En riesgo
1440,María,3857.01,21.3,Baja,En observacion
1441,Carmen,4894.69,19.26,Baja,En observacion
1442,Alberto,1828.65,26.54,Media,En riesgo
1443,Carmina,3854.11,20.74,Media,Saludable
1444,Saturnino,3053.13,23.89,Media,En observacion
1445,Ciro,4538.5,19.91,Media,Saludable
1446,Jafet,2120.02,26.56,Media,En riesgo
1447,Prudencia,3924.19,19.31,Baja,En observacion
1448,Ximena,4433.4,20.54,Media,Saludable
1449,Danilo,4806.15,20.66,Media,Saludable
1450,Íñigo,3891.37,19.73,Baja,En observacion
1451,Desiderio,3240.11,21.77,Media,Saludable
1452,Flora,3662.47,20.31,Media,Saludable
1453,Pepita,4541.17,19.02,Media,Saludable
1454,Fabio,3497.13,17.33,Media,Saludable
1455,Andrea,1606.35,32.65,Baja,En riesgo
1456,Lilia,4758.32,18.16,Media,Saludable
1457,Lupe,3913.34,20.03,Baja,En observacion
1458,Araceli,3867.8,21.65,Baja,En observacion
1459,Julieta,2254.86,23.5,Media,En observacion
1460,Leandro,3806.1,19.77,Media,Saludable
1461,Severo,2878.53,22.05,Media,En observacion
1462,Perlita,3779.32,20.56,Media,Saludable
1463,Almudena,1873.08,27.98,Media,En riesgo
1464,Agustina,3802.46,18.78,Media,Saludable
1465,Jose Francisco,4997.95,16.68,Baja,En observacion
1466,Yago,1668.74,29.63,Baja,En riesgo
1467,Carmen,4920.11,16.94,Media,Saludable
1468,Espiridión,2924.18,24.44,Baja,En observacion
1469,Rodolfo,4547.64,17.3,Media,Saludable
1470,Graciano,4238.35,20.44,Media,Saludable
1471,África,3484.56,21.47,Baja,En observacion
1472,Elena,4084.57,21.15,Media,Saludable
1473,Apolonia,4574.8,18.88,Media,Saludable
1474,Margarita,2914.49,22.77,Baja,En observacion
1475,Serafina,2644.62,25.06,Media,En observacion
1476,Elías,3836.58,21.1,Media,Saludable
1477,Rosario,4327.46,19.11,Media,Saludable
1478,Buenaventura,4168.0,20.24,Media,Saludable
1479,Leoncio,4292.35,18.68,Media,Saludable
1480,María Teresa,3024.54,20.08,Media,Saludable
1481,Montserrat,4362.42,19.9,Baja,En observacion
1482,Ricarda,1920.73,27.5,Media,En riesgo
1483,Severino,3405.71,22.74,Baja,En observacion
1484,Noé,1520.16,33.58,Baja,En riesgo
1485,Mirta,2636.05,21.83,Media,Saludable
1486,Anunciación,2782.62,20.95,Baja,En observacion
1487,Juanito,2886.6,23.63,Media,En observacion
1488,Otilia,3934.14,19.26,Media,Saludable
1489,Abilio,2859.95,23.8,Media,En observacion
1490,Lorenzo,3070.43,23.4,Media,En observacion
1491,Lucila,2331.4,26.44,Baja,En riesgo
1492,Marc,2806.38,22.91,Media,En observacion
1493,Pilar,2295.44,24.44,Media,En observacion
1494,Diana,1756.19,29.07,Baja,En riesgo
1495,Cruz,3612.07,20.35,Media,Saludable
1496,Georgina,3838.74,19.61,Media,Saludable
1497,Amelia,3668.22,21.0,Baja,En observacion
1498,Rosenda,3122.23,21.31,Media,Saludable
1499,Eustaquio,2829.25,21.59,Media,Saludable
1500,Victoriano,4521.67,18.41,Media,Saludable
1501,Bárbara,3316.79,21.45,Baja,En observacion
1502,Alondra,3177.14,22.6,Baja,En observacion
1503,Onofre,1589.75,30.59,Media,En riesgo
1504,Nazaret,2694.37,22.36,Media,En observacion
1505,Carmina,2830.68,23.18,Media,En observacion
1506,María Carmen,2895.88,23.6,Baja,En observacion
1507,Candelaria,3530.6,20.25,Baja,En observacion
1508,René,3367.61,20.54,Media,Saludable
1509,Xavier,3627.67,21.62,Media,Saludable
1510,Modesto,4177.09,19.72,Media,Saludable
1511,Ruth,4345.45,18.38,Media,Saludable
1512,Gonzalo,4013.43,19.15,Media,Saludable
1513,José,4844.33,18.81,Media,Saludable
1514,Jorge,1563.81,30.64,Media,En riesgo
1515,Concha,2185.22,24.53,Media,En observacion
1516,Rodolfo,1526.47,33.57,Media,En riesgo
1517,Joaquín,3766.16,20.1,Media,Saludable
1518,Roberta,4643.11,18.17,Media,Saludable
1519,Maura,2352.19,24.17,Baja,En observacion
1520,Segismundo,4744.62,18.47,Baja,En observacion
1521,Armando,1710.94,28.4,Media,En riesgo
1522,Maximino,4770.53,17.42,Baja,En observacion
1523,Marcela,2730.68,23.97,Baja,En observacion
1524,Ainara,1854.97,27.77,Baja,En riesgo
1525,Julieta,3200.55,23.05,Media,En observacion
1526,Xiomara,2398.72,25.56,Media,En observacion
1527,Obdulia,2497.06,26.17,Baja,En riesgo
1528,Rico,2575.51,21.46,Media,Saludable
1529,Rolando,4310.59,18.47,Baja,En observacion
1530,Gracia,3387.06,22.2,Media,En observacion
1531,Mónica,2589.58,24.34,Media,En observacion
1532,Otilia,3636.17,21.21,Baja,En observacion
1533,Florinda,4006.53,20.69,Media,Saludable
1534,Evaristo,2454.18,22.88,Baja,En observacion
1535,Ana Sofía,2947.42,23.25,Baja,En observacion
1536,Angelino,1926.6,27.34,Baja,En riesgo
1537,Edmundo,2134.02,25.52,Media,En observacion
1538,Ani,3883.91,21.29,Baja,En observacion
1539,Dominga,2135.03,24.47,Media,En observacion
1540,Natanael,3338.07,21.36,Media,Saludable
1541,Ruth,3981.66,20.89,Media,Saludable
1542,Cornelio,1874.07,28.71,Media,En riesgo
1543,Sandra,3485.59,20.23,Media,Saludable
1544,Ramona,2397.97,25.19,Media,En observacion
1545,Valerio,4870.24,19.08,Baja,En observacion
1546,Cornelio,3192.41,23.11,Baja,En observacion
1547,Begoña,4320.97,17.93,Media,Saludable
1548,Visitación,3425.79,22.95,Baja,En observacion
1549,Yago,1651.94,29.87,Baja,En riesgo
1550,Albino,3716.03,21.2,Media,Saludable
1551,Lorenza,4829.91,19.92,Media,Saludable
1552,Ernesto,3605.64,20.96,Media,Saludable
1553,Sebastián,4367.16,18.97,Baja,En observacion
1554,Sabina,4594.72,18.44,Media,Saludable
1555,Fátima,2298.28,24.64,Baja,En observacion
1556,Fabián,2242.16,24.7,Media,En observacion
1557,Carlito,3638.43,18.87,Baja,En observacion
1558,Adora,2938.6,21.98,Baja,En observacion
1559,Merche,4439.51,17.06,Media,Saludable
1560,Juan Manuel,4650.08,18.83,Baja,En observacion
1561,Nilo,2736.97,23.09,Media,En observacion
1562,Estrella,2329.05,23.64,Media,En observacion
1563,Jimena,4231.84,18.59,Media,Saludable
1564,Rómulo,2461.82,24.2,Media,En observacion
1565,Florentina,4379.15,19.0,Media,Saludable
1566,Cecilio,2983.08,22.54,Media,En observacion
1567,Reyes,3836.42,21.44,Media,Saludable
1568,Nando,1834.37,28.74,Media,En riesgo
1569,Reyes,3683.51,19.27,Media,Saludable
1570,Ileana,3081.19,23.08,Baja,En observacion
1571,Rosa María,3553.13,20.01,Media,Saludable
1572,Bibiana,2088.05,27.22,Media,En riesgo
1573,Ricardo,4079.06,18.96,Media,Saludable
1574,Maximiliano,4519.79,18.41,Media,Saludable
1575,Eugenia,2258.59,26.0,Baja,En observacion
1576,Lina,1835.0,28.13,Media,En riesgo
1577,Susana,1582.74,30.05,Baja,En riesgo
1578,Martina,3746.9,19.88,Baja,En observacion
1579,Amarilis,3624.83,18.86,Baja,En observacion
1580,Salud,3413.44,22.59,Media,En observacion
1581,Camila,2311.81,24.1,Baja,En observacion
1582,Andrés Felipe,2868.17,19.44,Baja,En observacion
1583,Esmeralda,3580.67,20.82,Media,Saludable
1584,Bruno,3238.68,20.71,Baja,En observacion
1585,Joel,4957.25,19.58,Baja,En observacion
1586,Evangelina,1977.54,27.85,Media,En riesgo
1587,Isaura,3933.01,18.63,Media,Saludable
1588,África,2915.12,23.69,Media,En observacion
1589,Lucio,2998.7,21.44,Media,Saludable
1590,Javi,4011.59,19.71,Media,Saludable
1591,Margarita,3923.53,18.36,Media,Saludable
1592,Cipriano,4969.4,17.36,Media,Saludable
1593,Toño,1949.38,27.67,Baja,En riesgo
1594,Clímaco,1864.38,28.81,Media,En riesgo
1595,Martirio,4035.19,20.53,Media,Saludable
1596,Evita,3524.35,20.23,Media,Saludable
1597,Juliana,2459.56,23.58,Media,En observacion
1598,Salud,1777.97,28.97,Baja,En riesgo
1599,Cornelio,1799.8,31.07,Media,En riesgo
1600,Vicente,4629.67,19.93,Baja,En observacion
1601,Flavio,2171.54,26.05,Baja,En riesgo
1602,Joaquina,2631.8,24.84,Baja,En observacion
1603,Marcelino,2293.3,26.17,Media,En riesgo
1604,Vera,2742.49,23.07,Media,En observacion
1605,Ambrosio,1742.98,30.48,Media,En riesgo
1606,Arturo,3316.71,20.56,Baja,En observacion
1607,Moreno,1736.64,32.55,Media,En riesgo
1608,Natividad,4301.25,19.7,Media,Saludable
1609,Basilio,2317.99,24.14,Baja,En observacion
1610,Lázaro,3390.04,21.57,Media,Saludable
1611,Plinio,4580.28,19.53,Media,Saludable
1612,Reinaldo,3778.07,19.83,Media,Saludable
1613,Tomás,3365.35,20.2,Media,Saludable
1614,Esteban,2635.17,23.47,Media,En observacion
1615,Jose Ignacio,2665.51,23.19,Media,En observacion
1616,Bernarda,3843.2,20.06,Media,Saludable
1617,Sergio,4979.49,17.01,Media,Saludable
1618,Clarisa,3816.44,20.06,Media,Saludable
1619,Isabel,3452.24,21.33,Media,Saludable
1620,Mónica,4057.28,17.81,Media,Saludable
1621,Geraldo,3128.22,22.75,Media,En observacion
1622,Francisco,1710.5,30.34,Baja,En riesgo
1623,Gabino,3468.04,21.19,Media,Saludable
1624,Cayetano,4851.69,18.73,Media,Saludable
1625,Emilia,2113.56,27.0,Media,En riesgo
1626,Sabina,3915.02,19.19,Baja,En observacion
1627,Roberto,2203.27,26.5,Media,En riesgo
1628,Estefanía,3375.4,19.29,Media,Saludable
1629,Isabela,1838.37,30.31,Media,En riesgo
1630,Jose Angel,3076.3,22.21,Media,En observacion
1631,Anastasia,4146.57,20.9,Media,Saludable
1632,Ximena,2716.5,21.46,Media,Saludable
1633,Dalila,3827.19,19.69,Media,Saludable
1634,Eric,4284.07,18.2,Media,Saludable
1635,Jesús,4745.12,19.33,Media,Saludable
1636,Íñigo,2321.25,27.06,Media,En riesgo
1637,Felicia,2897.61,24.74,Media,En observacion
1638,José Manuel,2033.46,26.58,Media,En riesgo
1639,Ángel,4973.69,20.36,Media,Saludable
1640,José Mari,4744.5,18.51,Media,Saludable
1641,Griselda,3389.85,22.23,Media,En observacion
1642,Agapito,4447.12,19.36,Baja,En observacion
1643,Trini,3323.35,22.29,Media,En observacion
1644,Nilda,3682.55,21.44,Media,Saludable
1645,Adela,1811.94,29.14,Media,En riesgo
1646,Valentina,4143.45,19.71,Media,Saludable
1647,Lucio,1947.0,26.1,Media,En riesgo
1648,Inés,4391.24,19.18,Media,Saludable
1649,Carina,4237.1,18.03,Media,Saludable
1650,Fausto,3980.61,19.05,Baja,En observacion
1651,Candelario,1626.56,33.46,Baja,En riesgo
1652,Vasco,2560.95,22.47,Baja,En observacion
1653,Onofre,2420.89,25.36,Media,En observacion
1654,Diana,2760.48,24.91,Baja,En observacion
1655,Marcelino,1806.75,28.61,Media,En riesgo
1656,Feliciana,4779.35,18.37,Media,Saludable
1657,Teobaldo,3438.31,19.18,Media,Saludable
1658,Jenny,2569.34,22.85,Media,En observacion
1659,Josué,2889.44,22.06,Baja,En observacion
1660,Yago,3065.21,21.63,Media,Saludable
1661,Ramona,3602.08,20.69,Baja,En observacion
