id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero,split
1041,Ovidio,3388.22,20.57,Media,Saludable,val
1042,Berta,4267.53,18.1,Media,Saludable,test
1043,Tiburcio,2615.63,20.99,Media,Saludable,test
1044,Gisela,3690.62,19.1,Baja,En observacion,train
1045,Raimundo,4600.92,16.04,Media,Saludable,train
1046,Bruno,3655.52,19.61,Media,Saludable,test
1047,Antonia,2315.36,24.78,Media,En observacion,train
1048,Flora,1585.4,31.19,Baja,En riesgo,test
1049,Néstor,4545.35,18.34,Media,Saludable,test
1050,Albano,1574.44,29.6,Media,En riesgo,val
1051,Reina,4561.46,17.38,Media,Saludable,train
1052,Sosimo,3351.28,22.63,Media,En observacion,train
1053,Pacífica,4786.74,18.51,Media,Saludable,test
1054,Amelia,4295.74,21.78,Media,Saludable,train
1055,Curro,4992.77,17.59,Baja,En observacion,train
1056,Toribio,2727.49,19.17,Media,Saludable,train
1057,Porfirio,4185.16,16.73,Media,Saludable,train
1058,Fabiola,2906.76,23.02,Media,En observacion,train
1059,Tatiana,3179.56,22.83,Baja,En observacion,val
1060,Patricia,3696.27,22.41,Baja,En observacion,val
1061,Ángel,4557.87,19.79,Media,Saludable,test
1062,Laura,4944.29,17.28,Baja,En observacion,val
1063,Ezequiel,4188.96,18.77,Baja,En observacion,train
1064,Trinidad,2962.18,21.41,Baja,En observacion,test
1065,Gabriel,2974.75,20.49,Media,Saludable,train
1066,Macarena,4081.54,16.95,Media,Saludable,train
1067,Azahara,2335.72,27.45,Baja,En riesgo,train
1068,Florina,1886.66,25.84,Media,En observacion,val
1069,Julián,2741.18,23.94,Media,En observacion,val
1070,Encarnación,2505.34,21.22,Baja,En observacion,train
1071,Nuria,2537.08,24.82,Media,En observacion,train
1072,Zaira,2317.63,22.86,Baja,En observacion,val
1073,Bárbara,1647.33,30.77,Baja,En riesgo,train
1074,Matilde,1562.56,35.49,Media,En riesgo,val
1075,Alondra,4957.03,17.66,Media,Saludable,train
1076,Adela,2997.21,21.27,Media,Saludable,val
1077,Tristán,2845.14,21.04,Media,Saludable,train
1078,Paola,3878.77,18.49,Baja,En observacion,val
1079,Lupe,2263.89,23.28,Media,En observacion,train
1080,Dora,4824.86,18.19,Baja,En observacion,train
1081,Julio,4252.21,20.24,Media,Saludable,train
1082,Mohamed,1812.94,27.79,Media,En riesgo,train
1083,Reyes,2961.53,21.15,Media,Saludable,train
1084,Jose Luis,4576.91,17.92,Baja,En observacion,train
1085,Paulina,4806.56,18.66,Baja,En observacion,val
1086,Chema,3135.91,20.23,Baja,En observacion,val
1087,León,3646.94,21.25,Baja,En observacion,val
1088,Socorro,2084.62,26.18,Baja,En riesgo,train
1089,Virgilio,4969.09,19.08,Media,Saludable,val
1090,Jose Francisco,2310.85,22.96,Baja,En observacion,train
1091,Maricela,4799.56,17.87,Baja,En observacion,val
1092,Abril,3773.76,21.3,Media,Saludable,test
1093,Clotilde,3627.08,20.02,Baja,En observacion,test
1094,Emilia,3294.41,21.06,Baja,En observacion,train
1095,Guiomar,2307.34,25.66,Baja,En observacion,train
1096,Reynaldo,2117.85,26.26,Baja,En riesgo,val
1097,Nicodemo,2271.7,24.5,Media,En observacion,train
1098,Ambrosio,2152.53,27.27,Media,En riesgo,train
1099,Ana Belén,4228.55,19.98,Media,Saludable,val
1100,Renata,2725.44,24.33,Media,En observacion,train
1101,Moreno,1702.45,31.08,Media,En riesgo,val
1102,Germán,4891.86,17.66,Media,Saludable,test
1103,Amarilis,4593.25,16.63,Media,Saludable,train
1104,Ibán,4747.13,18.4,Media,Saludable,train
1105,Pedro,4982.18,19.79,Media,Saludable,val
1106,Nayara,2108.63,26.69,Baja,En riesgo,train
1107,Juan,2886.85,20.97,Media,Saludable,val
1108,Noé,4153.83,18.64,Baja,En observacion,train
1109,Lino,3936.07,18.78,Media,Saludable,val
1110,Silvia,2038.64,26.11,Media,En riesgo,train
1111,Débora,4355.42,18.36,Media,Saludable,train
1112,Judith,2285.54,24.52,Media,En observacion,train
1113,Silvia,2283.36,25.82,Media,En observacion,train
1114,Leoncio,3379.41,21.4,Media,Saludable,test
1115,Cayetana,3575.29,20.07,Media,Saludable,test
1116,Agustín,3530.3,19.84,Media,Saludable,val
1117,Asunción,1820.2,27.12,Media,En riesgo,train
1118,Graciano,4571.11,17.9,Media,Saludable,train
1119,Che,2429.6,25.68,Media,En observacion,train
1120,Jose Antonio,1953.3,28.25,Media,En riesgo,val
1121,Lola,4610.62,19.77,Media,Saludable,train
1122,Santos,4844.78,17.87,Media,Saludable,train
1123,Amaya,4517.45,19.35,Baja,En observacion,train
1124,Catalina,4333.31,15.95,Media,Saludable,train
1125,Marta,3793.35,19.97,Media,Saludable,test
1126,Jose Angel,3428.0,18.66,Media,Saludable,val
1127,Jessica,1804.45,26.7,Media,En riesgo,train
1128,Alba,2929.59,23.39,Media,En observacion,train
1129,Flavia,2804.41,22.01,Media,En observacion,test
1130,Leonor,2409.14,25.16,Media,En observacion,train
1131,Amor,4031.97,20.27,Media,Saludable,train
1132,Victorino,3235.57,22.49,Baja,En observacion,train
1133,Mónica,1783.66,28.42,Media,En riesgo,test
1134,Ale,2270.64,22.46,Media,En observacion,val
1135,Ciro,3891.41,15.95,Baja,En observacion,test
1136,Macario,1766.46,28.4,Media,En riesgo,val
1137,Ismael,4479.22,19.25,Media,Saludable,train
1138,Sandalio,3233.01,20.16,Media,Saludable,train
1139,Jesusa,3182.05,21.59,Media,Saludable,test
1140,Jose Francisco,3573.43,19.29,Baja,En observacion,test
1141,Mariano,4386.38,18.58,Baja,En observacion,test
1142,Gracia,2717.33,23.38,Baja,En observacion,test
1143,Cándida,3873.06,20.52,Media,Saludable,test
1144,Rafa,3480.06,19.8,Baja,En observacion,train
1145,Ainara,2434.6,23.8,Media,En observacion,train
1146,Carolina,4575.2,16.85,Media,Saludable,train
1147,Bernarda,4290.99,18.37,Media,Saludable,test
1148,Omar,3804.58,20.86,Media,Saludable,test
1149,Teodoro,4477.04,19.25,Media,Saludable,train
1150,Marcia,4535.53,21.05,Media,Saludable,test
1151,Carmelita,3979.27,19.41,Media,Saludable,test
1152,Natalio,4429.55,17.74,Media,Saludable,train
1153,Pastor,3941.15,17.97,Media,Saludable,val
1154,Julia,3880.49,18.82,Media,Saludable,train
1155,Wilfredo,3665.14,21.45,Media,Saludable,train
1156,Kike,4134.51,17.87,Media,Saludable,val
1157,Mariano,2055.12,28.17,Media,En riesgo,val
1158,José,4583.05,19.4,Media,Saludable,val
1159,Jerónimo,4551.45,19.74,Baja,En observacion,test
1160,Dionisio,1602.37,28.8,Media,En riesgo,train
1161,Lorena,4390.36,20.98,Baja,En observacion,train
1162,Guadalupe,1951.04,27.27,Media,En riesgo,train
1163,Maximiano,2672.92,22.85,Media,En observacion,val
1164,Dimas,4102.28,18.52,Media,Saludable,train
1165,Manuelita,2062.66,23.6,Media,En observacion,train
1166,Blanca,4362.88,17.16,Media,Saludable,val
1167,María Belén,4412.47,20.53,Media,Saludable,val
1168,Jenny,3276.14,20.98,Media,Saludable,test
1169,Gil,1522.35,32.46,Baja,En riesgo,val
1170,Gregorio,2504.63,23.27,Media,En observacion,train
1171,Inocencio,3659.24,19.74,Media,Saludable,train
1172,Mamen,4934.15,17.55,Media,Saludable,val
1173,Alondra,3711.35,19.59,Media,Saludable,test
1174,Leonel,2409.31,22.86,Media,En observacion,train
1175,Lourdes,3719.02,20.5,Baja,En observacion,train
1176,Dolores,3389.95,19.53,Media,Saludable,val
1177,Martirio,4229.46,19.07,Baja,En observacion,train
1178,Beatriz,1874.43,26.89,Media,En riesgo,train
1179,Edelmira,4163.6,17.95,Baja,En observacion,val
1180,Lorenzo,3394.43,22.32,Media,En observacion,train
1181,Cornelio,4870.47,19.83,Media,Saludable,train
1182,Pepita,2696.55,22.28,Media,En observacion,test
1183,Guillermo,3714.18,20.01,Baja,En observacion,train
1184,Manu,4762.1,17.32,Baja,En observacion,val
1185,Javi,1858.78,28.96,Baja,En riesgo,val
1186,Poncio,4780.3,20.42,Baja,En observacion,train
1187,Gastón,3907.6,17.8,Media,Saludable,val
1188,Marciano,1737.43,33.32,Media,En riesgo,val
1189,Alberto,2553.37,23.83,Media,En observacion,train
1190,Leandra,3978.6,18.05,Media,Saludable,val
1191,Bibiana,1735.73,28.42,Media,En riesgo,train
1192,Edmundo,3537.6,23.03,Media,En observacion,train
1193,Leocadio,2710.59,22.77,Media,En observacion,test
1194,Artemio,3673.2,20.4,Media,Saludable,train
1195,Baltasar,1660.1,29.81,Baja,En riesgo,test
1196,Carolina,4550.38,18.2,Media,Saludable,train
1197,Luís,4907.21,18.38,Baja,En observacion,train
1198,José,4891.07,16.85,Media,Saludable,val
1199,Edmundo,4123.78,19.54,Media,Saludable,train
1200,Felicia,1955.3,27.63,Media,En riesgo,test
1201,Ruperta,4153.92,19.55,Media,Saludable,train
1202,Marina,1586.05,26.91,Baja,En riesgo,test
1203,Amor,1577.43,30.24,Media,En riesgo,test
1204,Cristian,2632.64,23.11,Media,En observacion,train
1205,Salud,3210.25,21.06,Baja,En observacion,train
1206,Albano,4196.43,20.55,Baja,En observacion,val
1207,Consuela,3891.53,17.69,Media,Saludable,test
1208,Lucas,3060.66,21.94,Media,Saludable,val
1209,Adora,2457.69,25.13,Media,En observacion,test
1210,Alejandra,4989.94,16.28,Media,Saludable,test
1211,Valero,2991.63,20.66,Media,Saludable,val
1212,Noé,3079.85,22.02,Media,En observacion,train
1213,Gerónimo,2072.68,25.45,Media,En observacion,test
1214,Aurelio,4281.83,19.14,Media,Saludable,train
1215,José Antonio,3927.89,17.86,Media,Saludable,test
1216,Rosalva,2272.69,26.85,Baja,En riesgo,train
1217,Ale,1788.33,27.56,Media,En riesgo,train
1218,Danilo,3881.75,18.62,Baja,En observacion,val
1219,Paca,3790.79,22.21,Media,En observacion,train
1220,Berto,2456.41,24.43,Baja,En observacion,test
1221,Salvador,4828.02,17.19,Media,Saludable,train
1222,Amparo,2028.7,27.38,Baja,En riesgo,train
1223,Candelario,3013.17,21.37,Media,Saludable,test
1224,Corona,4802.66,18.22,Baja,En observacion,train
1225,Eva,2969.05,20.66,Media,Saludable,train
1226,Itziar,3734.84,21.58,Baja,En observacion,train
1227,Balduino,2891.58,22.56,Media,En observacion,val
1228,Evaristo,2459.75,20.66,Baja,En observacion,val
1229,Eustaquio,4943.92,18.4,Baja,En observacion,train
1230,Obdulia,2932.67,21.82,Media,Saludable,test
1231,Chus,4629.35,16.74,Baja,En observacion,train
1232,Marco,2304.84,24.93,Baja,En observacion,train
1233,Che,2245.87,23.83,Media,En observacion,val
1234,Jose Ramón,1608.97,29.3,Baja,En riesgo,val
1235,Diego,3780.83,20.37,Baja,En observacion,test
1236,Celestina,2789.84,22.72,Media,En observacion,train
1237,María Cristina,4525.25,18.33,Baja,En observacion,train
1238,Sigfrido,3156.23,21.0,Media,Saludable,train
1239,Eloísa,4888.68,17.45,Media,Saludable,test
1240,Débora,2149.34,27.64,Media,En riesgo,val
1241,Morena,4540.18,17.64,Baja,En observacion,train
1242,Esperanza,4218.09,19.49,Media,Saludable,train
1243,Jaime,4198.23,17.36,Media,Saludable,train
1244,Maura,4456.74,15.74,Media,Saludable,test
1245,Azeneth,4163.58,17.86,Media,Saludable,test
1246,Ricardo,3691.77,21.04,Baja,En observacion,train
1247,Virgilio,1959.36,28.2,Media,En riesgo,train
1248,Violeta,1613.84,31.06,Baja,En riesgo,train
1249,Venceslás,4722.97,19.79,Baja,En observacion,test
1250,Manuel,3658.28,19.45,Media,Saludable,train
1251,Rosalina,4287.88,18.02,Media,Saludable,val
1252,Dionisia,3185.33,20.97,Media,Saludable,train
1253,Timoteo,1910.58,28.66,Media,En riesgo,train
1254,Marcos,1938.15,27.1,Media,En riesgo,train
1255,Cloe,3899.48,16.91,Baja,En observacion,val
1256,Estela,3006.07,20.72,Baja,En observacion,val
1257,Benito,2201.84,22.87,Media,En observacion,test
1258,Emilia,3220.58,21.41,Media,Saludable,test
1259,Manola,1724.73,27.8,Baja,En riesgo,train
1260,Conrado,3536.9,20.73,Media,Saludable,train
1261,María Carmen,2441.48,24.09,Media,En observacion,train
1262,Hipólito,4291.46,20.06,Baja,En observacion,val
1263,Eufemia,2586.27,25.12,Media,En observacion,val
1264,Héctor,3093.27,21.09,Media,Saludable,train
1265,Juan Luis,1540.67,32.66,Baja,En riesgo,train
1266,Gertrudis,1753.56,30.38,Media,En riesgo,train
1267,Ceferino,2873.73,21.9,Media,Saludable,train
1268,Faustino,3179.79,20.09,Media,Saludable,train
1269,Jose,3600.07,22.2,Media,En observacion,train
1270,Fulgencio,2520.82,23.84,Media,En observacion,test
1271,Carmina,3932.44,19.43,Media,Saludable,train
1272,Carlito,4510.43,17.13,Media,Saludable,train
1273,Faustino,4229.48,18.93,Media,Saludable,train
1274,Abilio,1638.67,34.49,Baja,En riesgo,val
1275,Sebastian,3181.77,17.08,Baja,En observacion,train
1276,Virgilio,1867.26,28.51,Media,En riesgo,train
1277,Jennifer,2347.16,22.96,Baja,En observacion,val
1278,Dorotea,4953.32,18.37,Baja,En observacion,test
1279,Adoración,1998.73,24.43,Media,En observacion,train
1280,Lupe,3246.11,22.33,Media,En observacion,val
1281,Anacleto,3663.55,17.97,Media,Saludable,train
1282,Jesús,3958.63,21.58,Media,Saludable,train
1283,Luis,3458.77,20.03,Media,Saludable,train
1284,Lara,1534.2,32.06,Baja,En riesgo,train
1285,Lorenzo,2642.61,22.93,Baja,En observacion,train
1286,Julia,3311.99,21.47,Media,Saludable,test
1287,Rosalina,1807.53,29.18,Baja,En riesgo,train
1288,Wilfredo,2727.19,19.12,Baja,En observacion,train
1289,Calisto,1616.21,28.22,Media,En riesgo,test
1290,Jacinta,1775.02,29.11,Media,En riesgo,test
1291,Joaquín,2889.23,21.99,Media,Saludable,train
1292,Ámbar,1964.51,25.67,Media,En observacion,train
1293,Juan Luis,3486.39,19.37,Baja,En observacion,train
1294,Mirta,3913.13,20.25,Media,Saludable,train
1295,Máxima,4302.05,18.16,Media,Saludable,train
1296,Eufemia,2200.53,26.27,Baja,En riesgo,test
1297,Dolores,2086.19,26.99,Media,En riesgo,train
1298,Gisela,1865.99,28.18,Media,En riesgo,train
1299,Nilda,3727.51,20.28,Media,Saludable,train
1300,Hector,3972.67,18.68,Baja,En observacion,train
1301,Teodoro,1610.55,31.23,Baja,En riesgo,train
1302,Darío,4776.74,20.72,Baja,En observacion,train
1303,Candelas,1681.9,27.55,Media,En riesgo,train
1304,Jafet,3394.54,20.76,Media,Saludable,test
1305,Flora,3981.71,21.39,Media,Saludable,test
1306,Eustaquio,4548.39,17.71,Baja,En observacion,train
1307,Violeta,3999.3,18.47,Baja,En observacion,train
1308,Juan Pablo,4306.05,17.62,Baja,En observacion,train
1309,Pascuala,2688.08,22.53,Media,En observacion,train
1310,Erasmo,4351.89,18.22,Media,Saludable,train
1311,Calixto,1780.4,28.66,Media,En riesgo,train
1312,Benito,4631.86,19.69,Media,Saludable,train
1313,Fito,3416.57,22.76,Media,En observacion,test
1314,Mónica,4360.54,18.63,Media,Saludable,train
1315,Marino,3083.11,24.12,Media,En observacion,val
1316,Dulce,3752.52,17.73,Media,Saludable,train
1317,Marianela,3342.41,22.48,Media,En observacion,test
1318,Paloma,4060.56,17.23,Media,Saludable,test
1319,Cloe,1785.7,28.18,Media,En riesgo,train
1320,África,1711.23,29.48,Media,En riesgo,val
1321,Luis,2364.86,24.53,Media,En observacion,val
1322,Valentín,2058.41,26.39,Baja,En riesgo,train
1323,Edelmiro,4551.24,19.69,Baja,En observacion,val
1324,Adelina,2267.25,25.57,Baja,En observacion,val
1325,Jennifer,4915.53,17.09,Media,Saludable,val
1326,Marco,2679.14,23.07,Media,En observacion,test
1327,Juana,2137.41,27.0,Baja,En riesgo,train
1328,Samuel,4263.94,17.06,Media,Saludable,train
1329,Lalo,3805.48,19.03,Baja,En observacion,val
1330,Angelita,3243.69,21.31,Media,Saludable,train
1331,Calista,3443.77,20.99,Media,Saludable,test
1332,Ana,4017.21,16.34,Baja,En observacion,train
1333,Urbano,2299.59,27.05,Media,En riesgo,test
1334,Cecilio,4987.17,17.93,Media,Saludable,train
1335,Elba,4911.78,20.26,Media,Saludable,val
1336,Aníbal,3776.14,21.69,Media,Saludable,val
1337,Tamara,2198.4,24.49,Baja,En observacion,train
1338,Toni,3880.8,19.6,Media,Saludable,train
1339,Macaria,1752.69,28.49,Baja,En riesgo,test
1340,Mohamed,1607.28,28.94,Baja,En riesgo,train
1341,Elisabet,2401.89,24.59,Media,En observacion,val
1342,Josué,3119.18,23.59,Baja,En observacion,train
1343,Amancio,4538.95,18.0,Baja,En observacion,train
1344,Ciriaco,4045.09,19.82,Media,Saludable,val
1345,Jenaro,4099.47,19.31,Media,Saludable,train
1346,Ileana,2989.23,21.41,Media,Saludable,val
1347,Piedad,2710.77,22.26,Baja,En observacion,val
1348,Rosalinda,2798.64,23.21,Baja,En observacion,train
1349,Coral,4956.77,18.58,Baja,En observacion,val
1350,Diana,1640.38,30.31,Baja,En riesgo,test
1351,Alfonso,4534.61,20.52,Media,Saludable,test
1352,María Del Carmen,3525.36,21.43,Media,Saludable,train
1353,Hortensia,3035.15,20.95,Baja,En observacion,test
1354,Paca,4038.4,18.46,Baja,En observacion,test
1355,Julio César,3203.34,20.12,Baja,En observacion,train
1356,Corona,4556.98,19.49,Media,Saludable,val
1357,Apolinar,4652.46,18.88,Baja,En observacion,train
1358,María Carmen,2976.02,19.83,Baja,En observacion,val
1359,Maristela,2468.9,22.21,Media,En observacion,train
1360,Gabino,3573.23,18.32,Media,Saludable,train
1361,Adoración,4693.27,19.14,Media,Saludable,test
1362,Aurelia,2237.32,27.51,Baja,En riesgo,test
1363,Florinda,3680.38,18.94,Media,Saludable,test
1364,Vasco,3710.46,19.99,Baja,En observacion,train
1365,Yésica,4065.9,19.62,Baja,En observacion,val
1366,Leopoldo,1960.49,27.87,Media,En riesgo,val
1367,Gerardo,4005.39,20.61,Media,Saludable,train
1368,Delfina,4681.61,19.21,Media,Saludable,train
1369,Tristán,2128.89,24.38,Media,En observacion,train
1370,Fabiola,2331.4,24.6,Baja,En observacion,train
1371,Odalys,4899.88,19.1,Media,Saludable,test
1372,Amparo,2133.42,26.61,Media,En riesgo,train
1373,Ciriaco,4490.35,19.1,Media,Saludable,val
1374,Adoración,3222.97,22.91,Baja,En observacion,val
1375,Pablo,2365.31,24.7,Baja,En observacion,val
1376,Sebastian,4547.62,17.94,Media,Saludable,train
1377,Nazario,3058.57,22.44,Baja,En observacion,train
1378,Miguel Ángel,3301.86,22.33,Media,En observacion,train
1379,Herminia,2757.32,23.64,Media,En observacion,train
1380,Cruz,3575.33,21.44,Baja,En observacion,val
1381,Rosa,2072.33,27.11,Media,En riesgo,val
1382,Felipe,2868.79,23.45,Baja,En observacion,train
1383,Narciso,4892.94,18.24,Media,Saludable,train
1384,Sergio,2403.47,23.5,Media,En observacion,val
1385,Joaquina,3798.58,19.42,Media,Saludable,test
1386,Ana Sofía,2638.17,24.7,Media,En observacion,val
1387,Luis,4207.16,18.96,Baja,En observacion,train
1388,Gloria,1958.06,24.13,Media,En observacion,train
1389,Salvador,4894.37,17.08,Media,Saludable,train
1390,Odalys,3088.26,19.18,Baja,En observacion,train
1391,Martirio,2326.18,27.22,Baja,En riesgo,test
1392,Carmelita,1757.24,26.01,Media,En riesgo,train
1393,Angelino,2094.15,22.96,Media,En observacion,train
1394,Wálter,3319.21,18.26,Media,Saludable,val
1395,Chus,2679.51,23.19,Baja,En observacion,train
1396,Maxi,4401.09,19.42,Media,Saludable,val
1397,José Antonio,3008.11,22.61,Baja,En observacion,test
1398,Moisés,2370.5,24.66,Baja,En observacion,train
1399,David,3660.01,19.81,Baja,En observacion,train
1400,María Teresa,3973.72,19.4,Media,Saludable,train
1401,Sancho,2084.65,22.97,Media,En observacion,test
1402,Rosaura,2086.67,21.61,Media,Saludable,val
1403,Aroa,1628.35,27.4,Media,En riesgo,test
1404,Paloma,4077.41,18.84,Media,Saludable,test
1405,Abel,3823.32,20.59,Media,Saludable,val
1406,Gema,3161.21,23.85,Baja,En observacion,train
1407,Ruth,4454.6,17.59,Baja,En observacion,val
1408,Candela,4319.85,19.35,Media,Saludable,train
1409,Óscar,3548.74,19.21,Media,Saludable,test
1410,Severiano,4538.95,17.85,Baja,En observacion,train
1411,Baltasar,2220.44,22.58,Baja,En observacion,test
1412,Godofredo,1891.72,25.39,Baja,En observacion,test
1413,Aura,2444.12,23.72,Media,En observacion,val
1414,Porfirio,1699.8,31.49,Baja,En riesgo,val
1415,Esther,3359.09,22.43,Media,En observacion,train
1416,Maristela,4778.12,19.2,Baja,En observacion,train
1417,Andrea,1637.7,31.36,Media,En riesgo,train
1418,Eufemia,1927.38,24.91,Media,En observacion,train
1419,Vasco,3082.7,22.46,Media,En observacion,train
1420,Martirio,4768.56,17.71,Media,Saludable,val
1421,Aurelio,2606.55,24.62,Baja,En observacion,train
1422,Herminio,3275.32,19.71,Media,Saludable,train
1423,Juanito,1645.51,26.97,Media,En riesgo,val
1424,Carmela,2019.2,27.26,Media,En riesgo,train
1425,Eleuterio,4953.21,18.93,Baja,En observacion,train
1426,Áurea,4877.92,18.04,Media,Saludable,train
1427,Lucio,1517.29,31.46,Baja,En riesgo,train
1428,Urbano,4831.34,17.83,Media,Saludable,train
1429,Silvia,3736.92,20.53,Media,Saludable,train
1430,Jovita,4537.71,18.17,Media,Saludable,val
1431,Amada,3091.59,20.22,Baja,En observacion,train
1432,Domingo,3304.59,16.52,Media,Saludable,val
1433,Ambrosio,3210.96,19.38,Media,Saludable,train
1434,Eva María,3834.02,21.96,Media,Saludable,train
1435,Emelina,1988.78,25.96,Media,En observacion,train
1436,Nerea,1604.91,29.2,Media,En riesgo,train
1437,Jose,2577.75,24.0,Baja,En observacion,test
1438,Leire,3966.38,20.69,Media,Saludable,train
1439,Federico,2206.49,24.05,Media,En observacion,val
1440,María,3857.01,19.8,Media,Saludable,train
1441,Carmen,4894.69,17.81,Media,Saludable,train
1442,Alberto,1828.65,27.75,Media,En riesgo,test
1443,Carmina,3854.11,18.66,Baja,En observacion,test
1444,Saturnino,3053.13,20.92,Media,Saludable,train
1445,Ciro,4538.5,18.17,Media,Saludable,train
1446,Jafet,2120.02,24.11,Media,En observacion,test
1447,Prudencia,3924.19,21.0,Baja,En observacion,test
1448,Ximena,4433.4,20.73,Media,Saludable,train
1449,Danilo,4806.15,16.85,Baja,En observacion,train
1450,Íñigo,3891.37,19.41,Baja,En observacion,train
1451,Desiderio,3240.11,20.08,Media,Saludable,train
1452,Flora,3662.47,20.6,Media,Saludable,val
1453,Pepita,4541.17,18.57,Media,Saludable,train
1454,Fabio,3497.13,16.99,Media,Saludable,val
1455,Andrea,1606.35,32.8,Baja,En riesgo,test
1456,Lilia,4758.32,13.71,Media,Saludable,train
1457,Lupe,3913.34,20.45,Baja,En observacion,train
1458,Araceli,3867.8,19.31,Baja,En observacion,train
1459,Julieta,2254.86,23.08,Media,En observacion,test
1460,Leandro,3806.1,18.54,Media,Saludable,test
1461,Severo,2878.53,21.96,Media,Saludable,train
1462,Perlita,3779.32,19.87,Media,Saludable,train
1463,Almudena,1873.08,27.21,Media,En riesgo,train
1464,Agustina,3802.46,21.0,Media,Saludable,train
1465,Jose Francisco,4997.95,16.81,Media,Saludable,test
1466,Yago,1668.74,28.38,Baja,En riesgo,val
1467,Carmen,4920.11,17.4,Media,Saludable,train
1468,Espiridión,2924.18,21.96,Baja,En observacion,train
1469,Rodolfo,4547.64,15.42,Baja,En observacion,train
1470,Graciano,4238.35,18.66,Media,Saludable,train
1471,África,3484.56,23.12,Baja,En observacion,val
1472,Elena,4084.57,20.28,Media,Saludable,train
1473,Apolonia,4574.8,19.37,Media,Saludable,train
1474,Margarita,2914.49,21.66,Baja,En observacion,test
1475,Serafina,2644.62,23.85,Baja,En observacion,val
1476,Elías,3836.58,19.54,Media,Saludable,val
1477,Rosario,4327.46,19.69,Media,Saludable,train
1478,Buenaventura,4168.0,20.64,Baja,En observacion,train
1479,Leoncio,4292.35,18.55,Baja,En observacion,train
1480,María Teresa,3024.54,21.55,Media,Saludable,test
1481,Montserrat,4362.42,18.96,Baja,En observacion,test
1482,Ricarda,1920.73,28.87,Media,En riesgo,val
1483,Severino,3405.71,19.98,Baja,En observacion,test
1484,Noé,1520.16,28.85,Baja,En riesgo,train
1485,Mirta,2636.05,18.49,Media,Saludable,val
1486,Anunciación,2782.62,23.43,Baja,En observacion,val
1487,Juanito,2886.6,20.09,Media,Saludable,train
1488,Otilia,3934.14,19.53,Media,Saludable,train
1489,Abilio,2859.95,24.86,Media,En observacion,train
1490,Lorenzo,3070.43,18.87,Media,Saludable,test
1491,Lucila,2331.4,26.1,Baja,En riesgo,val
1492,Marc,2806.38,22.56,Media,En observacion,train
1493,Pilar,2295.44,26.41,Media,En riesgo,train
1494,Diana,1756.19,24.31,Baja,En observacion,val
1495,Cruz,3612.07,19.36,Media,Saludable,train
1496,Georgina,3838.74,21.73,Media,Saludable,train
1497,Amelia,3668.22,19.79,Baja,En observacion,val
1498,Rosenda,3122.23,22.3,Media,En observacion,train
1499,Eustaquio,2829.25,22.73,Media,En observacion,train
1500,Victoriano,4521.67,19.12,Media,Saludable,train
1501,Bárbara,3316.79,21.07,Baja,En observacion,train
1502,Alondra,3177.14,23.28,Media,En observacion,val
1503,Onofre,1589.75,30.56,Media,En riesgo,val
1504,Nazaret,2694.37,21.06,Media,Saludable,test
1505,Carmina,2830.68,22.06,Baja,En observacion,train
1506,María Carmen,2895.88,22.68,Baja,En observacion,train
1507,Candelaria,3530.6,20.09,Baja,En observacion,train
1508,René,3367.61,22.14,Media,En observacion,train
1509,Xavier,3627.67,20.28,Media,Saludable,train
1510,Modesto,4177.09,21.37,Media,Saludable,val
1511,Ruth,4345.45,18.22,Baja,En observacion,train
1512,Gonzalo,4013.43,20.02,Baja,En observacion,test
1513,José,4844.33,17.2,Media,Saludable,train
1514,Jorge,1563.81,31.49,Media,En riesgo,test
1515,Concha,2185.22,27.11,Baja,En riesgo,val
1516,Rodolfo,1526.47,29.78,Media,En riesgo,test
1517,Joaquín,3766.16,18.11,Media,Saludable,train
1518,Roberta,4643.11,18.82,Media,Saludable,val
1519,Maura,2352.19,23.15,Baja,En observacion,train
1520,Segismundo,4744.62,17.47,Baja,En observacion,train
1521,Armando,1710.94,28.35,Media,En riesgo,train
1522,Maximino,4770.53,18.69,Baja,En observacion,test
1523,Marcela,2730.68,23.12,Baja,En observacion,train
1524,Ainara,1854.97,27.66,Baja,En riesgo,train
1525,Julieta,3200.55,19.88,Media,Saludable,train
1526,Xiomara,2398.72,24.14,Media,En observacion,val
1527,Obdulia,2497.06,23.35,Media,En observacion,test
1528,Rico,2575.51,25.02,Media,En observacion,test
1529,Rolando,4310.59,17.0,Baja,En observacion,train
1530,Gracia,3387.06,22.17,Media,En observacion,train
1531,Mónica,2589.58,21.15,Media,Saludable,train
1532,Otilia,3636.17,18.44,Baja,En observacion,train
1533,Florinda,4006.53,20.61,Media,Saludable,train
1534,Evaristo,2454.18,24.36,Baja,En observacion,train
1535,Ana Sofía,2947.42,22.31,Baja,En observacion,test
1536,Angelino,1926.6,25.15,Baja,En observacion,val
1537,Edmundo,2134.02,25.55,Media,En observacion,train
1538,Ani,3883.91,19.51,Media,Saludable,train
1539,Dominga,2135.03,26.76,Media,En riesgo,test
1540,Natanael,3338.07,19.92,Media,Saludable,test
1541,Ruth,3981.66,20.16,Media,Saludable,test
1542,Cornelio,1874.07,29.15,Media,En riesgo,train
1543,Sandra,3485.59,20.18,Media,Saludable,train
